,Time,datetime,T_OA,HgloHor1,P1_OccN,P1_IntGaiTot,P1_HeaPow,P1_FanPow,P1_OAVol
532600,32042400,2020-01-06 20:40:00,254.56912,0.0,0.305301399354144,769.069367922497,1295.2788,380.4527,0.00041846122
532605,32042700,2020-01-06 20:45:00,254.41652,0.0,0.305301399354144,769.069367922498,1314.638,380.4527,0.00041846122
532610,32043000,2020-01-06 20:50:00,254.30513,0.0,0.305301399354144,769.069367922498,1315.4739,380.4527,0.00041846122
532615,32043300,2020-01-06 20:55:00,254.24594,0.0,0.305301399354144,769.069367922498,1333.7579,380.4527,0.00041846122
532620,32043600,2020-01-06 21:00:00,254.25,0.0,0.305301399354144,769.069367922498,1334.5068,380.4527,0.00041846122
532625,32043900,2020-01-06 21:05:00,254.29143,0.0,0.305301399354144,769.069367922497,1352.7113,380.4527,0.00041846122
532630,32044200,2020-01-06 21:10:00,254.33658,0.0,0.305301399354144,769.069367922497,1353.4308,380.4527,0.00041846122
532635,32044500,2020-01-06 21:15:00,254.3848,0.0,0.305301399354144,769.069367922498,1370.6666,380.4527,0.00041846122
532640,32044800,2020-01-06 21:20:00,254.43544,0.0,0.305301399354144,769.069367922498,1371.5175,380.4527,0.00041846122
532645,32045100,2020-01-06 21:25:00,254.48785,0.0,0.305301399354144,769.069367922497,1388.1617,380.4527,0.00041846122
532650,32045400,2020-01-06 21:30:00,254.5414,0.0,0.305301399354144,769.069367922498,1388.9796,380.4527,0.00041846122
532655,32045700,2020-01-06 21:35:00,254.59543,0.0,0.305301399354144,769.069367922498,1405.0903,380.4527,0.00041846122
532660,32046000,2020-01-06 21:40:00,254.64928,0.0,0.305301399354144,769.069367922497,1405.8799,380.4527,0.00041846122
532665,32046300,2020-01-06 21:45:00,254.7023,0.0,0.305301399354144,769.069367922498,1421.5002,380.4527,0.00041846122
532670,32046600,2020-01-06 21:50:00,254.75386,0.0,0.305301399354144,769.069367922498,1422.2649,380.4527,0.00041846122
532675,32046900,2020-01-06 21:55:00,254.80331,0.0,0.305301399354144,769.069367922498,1437.4425,380.4527,0.00041846122
532680,32047200,2020-01-06 22:00:00,254.85,0.0,0.305301399354144,646.997167922498,1438.1855,380.4527,0.00041846122
532685,32047500,2020-01-06 22:05:00,254.89539,0.0,0.305301399354144,646.997167922498,0.0,7.486925,-8.548406e-05
532690,32047800,2020-01-06 22:10:00,254.94116,0.0,0.305301399354144,646.997167922498,0.0,7.4834704,-1.6839376e-05
532695,32048100,2020-01-06 22:15:00,254.98701,0.0,0.305301399354144,646.997167922498,0.0,7.48203,1.179994e-05
532700,32048400,2020-01-06 22:20:00,255.03262,0.0,0.305301399354144,646.997167922498,0.0,7.481445,2.3442582e-05
532705,32048700,2020-01-06 22:25:00,255.07765,0.0,0.305301399354144,646.997167922498,0.0,7.4812317,2.7678598e-05
532710,32049000,2020-01-06 22:30:00,255.1218,0.0,0.305301399354144,646.997167922498,0.0,7.481134,2.9619736e-05
532715,32049300,2020-01-06 22:35:00,255.16472,0.0,0.305301399354144,646.997167922498,0.0,7.4810944,3.0406001e-05
532720,32049600,2020-01-06 22:40:00,255.20613,0.0,0.305301399354144,646.997167922497,0.0,7.4810777,3.073796e-05
532725,32049900,2020-01-06 22:45:00,255.24567,0.0,0.305301399354144,646.997167922498,0.0,7.4810724,3.0838466e-05
532730,32050200,2020-01-06 22:50:00,255.28305,0.0,0.305301399354144,646.997167922498,0.0,7.4810705,3.088525e-05
532735,32050500,2020-01-06 22:55:00,255.31793,0.0,0.305301399354144,646.997167922498,0.0,7.481069,3.0905874e-05
532740,32050800,2020-01-06 23:00:00,255.35,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0915475e-05
532745,32051100,2020-01-06 23:05:00,255.3557,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.091971e-05
532750,32051400,2020-01-06 23:10:00,255.31702,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092168e-05
532755,32051700,2020-01-06 23:15:00,255.24196,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0922547e-05
532760,32052000,2020-01-06 23:20:00,255.13853,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092295e-05
532765,32052300,2020-01-06 23:25:00,255.01474,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923136e-05
532770,32052600,2020-01-06 23:30:00,254.87857,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923224e-05
532775,32052900,2020-01-06 23:35:00,254.73804,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923256e-05
532780,32053200,2020-01-06 23:40:00,254.60115,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092327e-05
532785,32053500,2020-01-06 23:45:00,254.47589,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.0923275e-05
532790,32053800,2020-01-06 23:50:00,254.37029,0.0,0.305301399354144,585.961067922497,0.0,7.4810686,3.092328e-05
532795,32054100,2020-01-06 23:55:00,254.29231,0.0,0.305301399354144,585.961067922498,0.0,7.4810686,3.092328e-05
532800,32054400,2020-01-07 00:00:00,254.25,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532805,32054700,2020-01-07 00:05:00,254.23457,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532810,32055000,2020-01-07 00:10:00,254.2303,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532815,32055300,2020-01-07 00:15:00,254.23465,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532820,32055600,2020-01-07 00:20:00,254.24515,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532825,32055900,2020-01-07 00:25:00,254.25928,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532830,32056200,2020-01-07 00:30:00,254.27455,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532835,32056500,2020-01-07 00:35:00,254.28845,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532840,32056800,2020-01-07 00:40:00,254.29851,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532845,32057100,2020-01-07 00:45:00,254.30217,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532850,32057400,2020-01-07 00:50:00,254.29698,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532855,32057700,2020-01-07 00:55:00,254.28043,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532860,32058000,2020-01-07 01:00:00,254.25,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532865,32058300,2020-01-07 01:05:00,254.21188,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532870,32058600,2020-01-07 01:10:00,254.1738,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532875,32058900,2020-01-07 01:15:00,254.13554,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532880,32059200,2020-01-07 01:20:00,254.09691,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532885,32059500,2020-01-07 01:25:00,254.05771,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532890,32059800,2020-01-07 01:30:00,254.01772,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532895,32060100,2020-01-07 01:35:00,253.97673,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532900,32060400,2020-01-07 01:40:00,253.93457,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532905,32060700,2020-01-07 01:45:00,253.89102,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532910,32061000,2020-01-07 01:50:00,253.84587,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532915,32061300,2020-01-07 01:55:00,253.79893,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532920,32061600,2020-01-07 02:00:00,253.75,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532925,32061900,2020-01-07 02:05:00,253.7,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532930,32062200,2020-01-07 02:10:00,253.65,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532935,32062500,2020-01-07 02:15:00,253.6,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532940,32062800,2020-01-07 02:20:00,253.55,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532945,32063100,2020-01-07 02:25:00,253.5,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532950,32063400,2020-01-07 02:30:00,253.45,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532955,32063700,2020-01-07 02:35:00,253.4,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532960,32064000,2020-01-07 02:40:00,253.35,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532965,32064300,2020-01-07 02:45:00,253.3,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532970,32064600,2020-01-07 02:50:00,253.25,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532975,32064900,2020-01-07 02:55:00,253.2,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532980,32065200,2020-01-07 03:00:00,253.15,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532985,32065500,2020-01-07 03:05:00,253.1,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532990,32065800,2020-01-07 03:10:00,253.05,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
532995,32066100,2020-01-07 03:15:00,253.0,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533000,32066400,2020-01-07 03:20:00,252.95,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533005,32066700,2020-01-07 03:25:00,252.9,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533010,32067000,2020-01-07 03:30:00,252.85,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533015,32067300,2020-01-07 03:35:00,252.8,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533020,32067600,2020-01-07 03:40:00,252.75,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533025,32067900,2020-01-07 03:45:00,252.7,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533030,32068200,2020-01-07 03:50:00,252.65,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533035,32068500,2020-01-07 03:55:00,252.6,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533040,32068800,2020-01-07 04:00:00,252.55,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533045,32069100,2020-01-07 04:05:00,252.50197,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533050,32069400,2020-01-07 04:10:00,252.45741,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533055,32069700,2020-01-07 04:15:00,252.41562,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533060,32070000,2020-01-07 04:20:00,252.37593,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533065,32070300,2020-01-07 04:25:00,252.33762,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533070,32070600,2020-01-07 04:30:00,252.3,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533075,32070900,2020-01-07 04:35:00,252.26239,0.0,0.0,427.2527,0.0,7.4810686,3.0923282e-05
533080,32071200,2020-01-07 04:40:00,252.22408,0.0,0.0,427.2527,29.138922,7.4810686,3.0923282e-05
533085,32071500,2020-01-07 04:45:00,252.18437,0.0,0.0,427.2527,61.145657,7.4810686,3.0923282e-05
533090,32071800,2020-01-07 04:50:00,252.1426,0.0,0.0,427.2527,53.5577,7.4810686,3.0923282e-05
533095,32072100,2020-01-07 04:55:00,252.09804,0.0,0.0,427.2527,90.64421,7.4810686,3.0923282e-05
533100,32072400,2020-01-07 05:00:00,252.05,0.0,0.0,427.2527,84.25768,7.4810686,3.0923282e-05
533105,32072700,2020-01-07 05:05:00,251.99251,0.0,0.0,427.2527,130.7805,7.4810686,3.0923282e-05
533110,32073000,2020-01-07 05:10:00,251.92152,0.0,0.0,427.2527,123.589645,7.4810686,3.0923282e-05
533115,32073300,2020-01-07 05:15:00,251.8392,0.0,0.0,427.2527,165.12842,7.4810686,3.0923282e-05
533120,32073600,2020-01-07 05:20:00,251.74774,0.0,0.0,427.2527,158.8867,7.4810686,3.0923282e-05
533125,32073900,2020-01-07 05:25:00,251.64935,0.0,0.0,427.2527,198.75499,7.4810686,3.0923282e-05
533130,32074200,2020-01-07 05:30:00,251.54619,0.0,0.0,427.2527,191.08919,7.4810686,3.0923282e-05
533135,32074500,2020-01-07 05:35:00,251.44048,0.0,0.0,427.2527,231.26895,7.4810686,3.0923282e-05
533140,32074800,2020-01-07 05:40:00,251.33438,0.0,0.0,427.2527,223.23764,7.4810686,3.0923282e-05
533145,32075100,2020-01-07 05:45:00,251.2301,0.0,0.0,427.2527,262.52533,7.4810686,3.0923282e-05
533150,32075400,2020-01-07 05:50:00,251.1298,0.0,0.0,427.2527,254.63126,7.4810686,3.0923282e-05
533155,32075700,2020-01-07 05:55:00,251.03572,0.0,0.0,427.2527,292.74295,7.4810686,3.0923282e-05
533160,32076000,2020-01-07 06:00:00,250.95,0.0,0.610602798708289,683.633335844995,285.078,7.4810686,3.0923282e-05
533165,32076300,2020-01-07 06:05:00,250.8722,0.0,0.610602798708289,683.633335844995,4195.4165,380.25955,0.0005336568
533170,32076600,2020-01-07 06:10:00,250.8002,0.0,0.610602798708289,683.633335844995,3451.4038,380.373,0.0004660064
533175,32076900,2020-01-07 06:15:00,250.7338,0.0,0.610602798708289,683.633335844995,3466.8372,380.417,0.00043975355
533180,32077200,2020-01-07 06:20:00,250.67276,0.0,0.610602798708289,683.633335844995,3469.0454,380.43564,0.00042863464
533185,32077500,2020-01-07 06:25:00,250.61685,0.0,0.610602798708289,683.633335844995,4501.1904,380.44565,0.00042265563
533190,32077800,2020-01-07 06:30:00,250.56586,0.0,0.610602798708289,683.633335844995,4508.4785,380.44983,0.0004201641
533195,32078100,2020-01-07 06:35:00,250.51953,0.13783583,0.610602798708289,683.633335844995,4043.6396,380.4515,0.0004191626
533200,32078400,2020-01-07 06:40:00,250.47765,0.57445353,0.610602798708289,683.633335844995,4041.7537,380.45218,0.0004187679
533205,32078700,2020-01-07 06:45:00,250.43999,1.3445184,0.610602798708289,683.633335844995,3768.0513,380.45248,0.00041858797
533210,32079000,2020-01-07 06:50:00,250.40631,2.4826958,0.610602798708289,683.633335844995,3767.7017,380.45258,0.00041851884
533215,32079300,2020-01-07 06:55:00,250.37639,4.023651,0.610602798708289,683.633335844995,3628.567,380.45264,0.00041848526
533220,32079600,2020-01-07 07:00:00,250.35,6.002049,0.610602798708289,683.633335844995,3628.0867,380.45267,0.00041847187
533225,32079900,2020-01-07 07:05:00,250.3353,8.452556,0.610602798708289,683.633335844995,3496.1482,380.45267,0.00041846567
533230,32080200,2020-01-07 07:10:00,250.3405,11.409836,0.610602798708289,683.633335844995,3495.5198,380.45267,0.00041846317
533235,32080500,2020-01-07 07:15:00,250.36543,14.908555,0.610602798708289,683.633335844995,3385.7092,380.4527,0.00041846203
533240,32080800,2020-01-07 07:20:00,250.40991,18.98338,0.610602798708289,683.633335844995,3385.595,380.4527,0.00041846157
533245,32081100,2020-01-07 07:25:00,250.4738,23.668972,0.610602798708289,683.633335844995,3178.8433,380.4527,0.00041846136
533250,32081400,2020-01-07 07:30:00,250.55692,29.0,0.610602798708289,683.633335844995,3178.5635,380.4527,0.00041846128
533255,32081700,2020-01-07 07:35:00,250.65909,35.09386,0.610602798708289,683.633335844995,2979.3,380.4527,0.00041846125
533260,32082000,2020-01-07 07:40:00,250.78015,41.997623,0.610602798708289,683.633335844995,2978.584,380.4527,0.00041846122
533265,32082300,2020-01-07 07:45:00,250.91994,49.640476,0.610602798708289,683.633335844995,2786.2207,380.4527,0.00041846122
533270,32082600,2020-01-07 07:50:00,251.0783,57.951595,0.610602798708289,683.633335844995,2785.1196,380.4527,0.00041846122
533275,32082900,2020-01-07 07:55:00,251.25504,66.86016,0.610602798708289,683.633335844995,2582.3218,380.4527,0.00041846122
533280,32083200,2020-01-07 08:00:00,251.45,76.295364,1.83180839612487,1196.39460753498,2581.1035,380.4527,0.00041846122
533285,32083500,2020-01-07 08:05:00,251.67296,86.18638,1.83180839612487,1196.39460753498,2214.0037,380.4527,0.00041846122
533290,32083800,2020-01-07 08:10:00,251.92934,96.46239,1.83180839612487,1196.39460753498,2213.1355,380.4527,0.00041846122
533295,32084100,2020-01-07 08:15:00,252.21237,107.052574,1.83180839612487,1196.39460753498,1980.954,380.4527,0.00041846122
533300,32084400,2020-01-07 08:20:00,252.51535,117.886116,1.83180839612487,1196.39460753498,1979.3528,380.4527,0.00041846122
533305,32084700,2020-01-07 08:25:00,252.83156,128.8922,1.83180839612487,1196.39460753498,1767.1306,380.4527,0.00041846122
533310,32085000,2020-01-07 08:30:00,253.15425,140.0,1.83180839612487,1196.39460753498,1766.3817,380.4527,0.00041846122
533315,32085300,2020-01-07 08:35:00,253.4767,151.33861,1.83180839612487,1196.39460753498,1569.6538,380.4527,0.00041846122
533320,32085600,2020-01-07 08:40:00,253.7922,163.03397,1.83180839612487,1196.39460753498,1567.4194,380.4527,0.00041846122
533325,32085900,2020-01-07 08:45:00,254.09401,175.01057,1.83180839612487,1196.39460753498,1381.0542,380.4527,0.00041846122
533330,32086200,2020-01-07 08:50:00,254.3754,187.19296,1.83180839612487,1196.39460753498,1380.5836,380.4527,0.00041846122
533335,32086500,2020-01-07 08:55:00,254.62964,199.50562,1.83180839612487,1196.39460753498,1205.1228,380.4527,0.00041846122
533340,32086800,2020-01-07 09:00:00,254.85,211.87305,1.83180839612487,1196.39460753498,1201.2361,380.4527,0.00041846122
533345,32087100,2020-01-07 09:05:00,255.04965,224.21974,1.83180839612487,1196.39460753498,1033.5104,380.4527,0.00041846122
533350,32087400,2020-01-07 09:10:00,255.24626,236.47021,1.83180839612487,1196.39460753498,1029.5463,380.4527,0.00041846122
533355,32087700,2020-01-07 09:15:00,255.43983,248.54898,1.83180839612487,1196.39460753498,868.9151,380.4527,0.00041846122
533360,32088000,2020-01-07 09:20:00,255.6304,260.38052,1.83180839612487,1196.39460753498,864.6719,380.4527,0.00041846122
533365,32088300,2020-01-07 09:25:00,255.81801,271.88937,1.83180839612487,1196.39460753498,714.3854,380.4527,0.00041846122
533370,32088600,2020-01-07 09:30:00,256.00266,283.0,1.83180839612487,1196.39460753498,710.29663,380.4527,0.00041846122
533375,32088900,2020-01-07 09:35:00,256.18436,293.73306,1.83180839612487,1196.39460753498,555.3679,380.4527,0.00041846122
533380,32089200,2020-01-07 09:40:00,256.3632,304.16058,1.83180839612487,1196.39460753498,551.37146,380.4527,0.00041846122
533385,32089500,2020-01-07 09:45:00,256.53915,314.28427,1.83180839612487,1196.39460753498,410.09622,380.4527,0.00041846122
533390,32089800,2020-01-07 09:50:00,256.71225,324.1058,1.83180839612487,1196.39460753498,406.469,380.4527,0.00041846122
533395,32090100,2020-01-07 09:55:00,256.8825,333.6268,1.83180839612487,1196.39460753498,269.50082,380.4527,0.00041846122
533400,32090400,2020-01-07 10:00:00,257.05,342.849,1.83180839612487,1196.39460753498,265.97922,380.4527,0.00041846122
533405,32090700,2020-01-07 10:05:00,257.21558,351.774,1.83180839612487,1196.39460753498,130.80887,380.45093,0.0004183623
533410,32091000,2020-01-07 10:10:00,257.37955,360.4035,1.83180839612487,1196.39460753498,130.04434,380.45093,0.0004183638
533415,32091300,2020-01-07 10:15:00,257.5411,368.7392,1.83180839612487,1196.39460753498,4.324365,380.45093,0.00041836448
533420,32091600,2020-01-07 10:20:00,257.69943,376.78275,1.83180839612487,1196.39460753498,0.6624476,380.45093,0.00041836474
533425,32091900,2020-01-07 10:25:00,257.8537,384.53577,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836489
533430,32092200,2020-01-07 10:30:00,258.00305,392.0,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836494
533435,32092500,2020-01-07 10:35:00,258.14667,399.0317,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533440,32092800,2020-01-07 10:40:00,258.28375,405.50302,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533445,32093100,2020-01-07 10:45:00,258.41345,411.43948,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533450,32093400,2020-01-07 10:50:00,258.53494,416.8665,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533455,32093700,2020-01-07 10:55:00,258.6474,421.80957,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533460,32094000,2020-01-07 11:00:00,258.75,426.29416,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533465,32094300,2020-01-07 11:05:00,258.82666,430.34573,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533470,32094600,2020-01-07 11:10:00,258.86646,433.98978,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533475,32094900,2020-01-07 11:15:00,258.87625,437.25174,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533480,32095200,2020-01-07 11:20:00,258.8629,440.15714,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533485,32095500,2020-01-07 11:25:00,258.83337,442.73138,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533490,32095800,2020-01-07 11:30:00,258.79446,445.0,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533495,32096100,2020-01-07 11:35:00,258.75308,446.9365,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533500,32096400,2020-01-07 11:40:00,258.71613,448.49374,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533505,32096700,2020-01-07 11:45:00,258.69046,449.6663,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533510,32097000,2020-01-07 11:50:00,258.68295,450.44864,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533515,32097300,2020-01-07 11:55:00,258.7005,450.83527,1.83180839612487,1196.39460753498,0.0,380.45093,0.00041836497
533520,32097600,2020-01-07 12:00:00,258.75,450.82065,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533525,32097900,2020-01-07 12:05:00,258.82358,450.39938,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533530,32098200,2020-01-07 12:10:00,258.9074,449.5659,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533535,32098500,2020-01-07 12:15:00,258.9994,448.3147,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533540,32098800,2020-01-07 12:20:00,259.09744,446.64032,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533545,32099100,2020-01-07 12:25:00,259.19946,444.53726,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533550,32099400,2020-01-07 12:30:00,259.3034,442.0,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533555,32099700,2020-01-07 12:35:00,259.40717,439.08786,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533560,32100000,2020-01-07 12:40:00,259.50864,435.84995,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533565,32100300,2020-01-07 12:45:00,259.60574,432.26556,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533570,32100600,2020-01-07 12:50:00,259.6964,428.31403,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533575,32100900,2020-01-07 12:55:00,259.7785,423.97464,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533580,32101200,2020-01-07 13:00:00,259.85,419.22668,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533585,32101500,2020-01-07 13:05:00,259.91714,414.0495,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533590,32101800,2020-01-07 13:10:00,259.98624,408.4223,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533595,32102100,2020-01-07 13:15:00,260.05536,402.32446,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533600,32102400,2020-01-07 13:20:00,260.1225,395.7353,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533605,32102700,2020-01-07 13:25:00,260.18564,388.63403,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533610,32103000,2020-01-07 13:30:00,260.24286,381.0,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533615,32103300,2020-01-07 13:35:00,260.29214,372.9585,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533620,32103600,2020-01-07 13:40:00,260.33148,364.6517,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533625,32103900,2020-01-07 13:45:00,260.35892,356.08417,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533630,32104200,2020-01-07 13:50:00,260.3725,347.26047,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533635,32104500,2020-01-07 13:55:00,260.37018,338.1852,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533640,32104800,2020-01-07 14:00:00,260.35,328.863,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533645,32105100,2020-01-07 14:05:00,260.31857,319.2984,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533650,32105400,2020-01-07 14:10:00,260.2841,309.49597,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533655,32105700,2020-01-07 14:15:00,260.2469,299.46036,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533660,32106000,2020-01-07 14:20:00,260.20734,289.19608,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533665,32106300,2020-01-07 14:25:00,260.1658,278.70776,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533670,32106600,2020-01-07 14:30:00,260.12265,268.0,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533675,32106900,2020-01-07 14:35:00,260.07825,256.91376,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533680,32107200,2020-01-07 14:40:00,260.03296,245.3494,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533685,32107500,2020-01-07 14:45:00,259.9871,233.4005,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533690,32107800,2020-01-07 14:50:00,259.9411,221.16066,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533695,32108100,2020-01-07 14:55:00,259.89526,208.7235,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533700,32108400,2020-01-07 15:00:00,259.85,196.18259,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533705,32108700,2020-01-07 15:05:00,259.8049,183.63153,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533710,32109000,2020-01-07 15:10:00,259.7593,171.16393,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533715,32109300,2020-01-07 15:15:00,259.71307,158.87338,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533720,32109600,2020-01-07 15:20:00,259.66608,146.85347,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533725,32109900,2020-01-07 15:25:00,259.61826,135.19781,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533730,32110200,2020-01-07 15:30:00,259.56946,124.0,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533735,32110500,2020-01-07 15:35:00,259.51956,113.16524,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533740,32110800,2020-01-07 15:40:00,259.4685,102.57782,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
533745,32111100,2020-01-07 15:45:00,259.4161,92.299995,0.610602798708289,683.633335844995,0.0,380.45093,0.00041836497
