,Time,datetime,P1_HeaPow,T_OA,HgloHor1,P1_OAVol,P1_OccN,P1_IntGaiTot,TOA in K
960600,960600,1/12/20 02:50,0,3.07147,0,4.29E-05,0,0.189855329,276.22147
960900,960900,1/12/20 02:55,0,3.1945,0,4.18E-05,0,0.189855329,276.3445
961200,961200,1/12/20 03:00,0,3.3,0,4.07E-05,0,0.189855329,276.45
961500,961500,1/12/20 03:05,0,3.39327,0,3.97E-05,0,0.189855329,276.54327
961800,961800,1/12/20 03:10,0,3.48165,0,3.88E-05,0,0.189855329,276.63165
962100,962100,1/12/20 03:15,0,3.5642,0,3.78E-05,0,0.189855329,276.7142
962400,962400,1/12/20 03:20,0,3.64007,0,3.7E-05,0,0.189855329,276.79007
962700,962700,1/12/20 03:25,0,3.70837,0,3.61E-05,0,0.189855329,276.85837
963000,963000,1/12/20 03:30,0,3.76818,0,3.53E-05,0,0.189855329,276.91818
963300,963300,1/12/20 03:35,0,3.81866,0,3.45E-05,0,0.189855329,276.96866
963600,963600,1/12/20 03:40,0,3.8589,0,3.38E-05,0,0.189855329,277.0089
963900,963900,1/12/20 03:45,0,3.88806,0,3.3E-05,0,0.189855329,277.03806
964200,964200,1/12/20 03:50,0,3.9052,0,3.24E-05,0,0.189855329,277.0552
964500,964500,1/12/20 03:55,0,3.90948,0,3.17E-05,0,0.189855329,277.05948
964800,964800,1/12/20 04:00,0,3.9,0,3.11E-05,0,0.189855329,277.05
965100,965100,1/12/20 04:05,0,3.88012,0,3.04E-05,0,0.189855329,277.03012
965400,965400,1/12/20 04:10,0,3.854,0,2.98E-05,0,0.189855329,277.004
965700,965700,1/12/20 04:15,0,3.82186,0,2.93E-05,0,0.189855329,276.97186
966000,966000,1/12/20 04:20,0,3.78396,0,2.87E-05,0,0.189855329,276.93396
966300,966300,1/12/20 04:25,0,3.74047,0,2.82E-05,0,0.189855329,276.89047
966600,966600,1/12/20 04:30,0,3.69167,0,2.77E-05,0,0.189855329,276.84167
966900,966900,1/12/20 04:35,0,3.63778,0,2.72E-05,0,0.189855329,276.78778
967200,967200,1/12/20 04:40,0,3.579,0,2.67E-05,0,0.189855329,276.729
967500,967500,1/12/20 04:45,0,3.51562,0,2.62E-05,0,0.189855329,276.66562
967800,967800,1/12/20 04:50,0,3.44784,0,2.58E-05,0,0.189855329,276.59784
968100,968100,1/12/20 04:55,0,3.37588,0,2.53E-05,0,0.189855329,276.52588
968400,968400,1/12/20 05:00,0,3.3,0,2.49E-05,0,0.210950365,276.45
968700,968700,1/12/20 05:05,0,3.21682,0,2.45E-05,0,0.210950365,276.36682
969000,969000,1/12/20 05:10,0,3.12438,0,2.41E-05,0,0.210950365,276.27438
969300,969300,1/12/20 05:15,0,3.025,0,2.37E-05,0,0.210950365,276.175
969600,969600,1/12/20 05:20,0,2.92098,0,2.33E-05,0,0.210950365,276.07098
969900,969900,1/12/20 05:25,0,2.81466,0,2.3E-05,0,0.210950365,275.96466
970200,970200,1/12/20 05:30,1,2.70834,0,2.26E-05,0,0.210950365,275.85834
970500,970500,1/12/20 05:35,0.539119663,2.60433,0,0.00117854,0,0.210950365,275.75433
970800,970800,1/12/20 05:40,0.152790241,2.50494,0,0.000569057,0,0.210950365,275.65494
971100,971100,1/12/20 05:45,0.138171144,2.4125,0,0.000371341,0,0.210950365,275.5625
971400,971400,1/12/20 05:50,0.131631884,2.3293,0,0.000274355,0,0.210950365,275.4793
971700,971700,1/12/20 05:55,0.1271916,2.2577,0,0.000216791,0,0.210950365,275.4077
972000,972000,1/12/20 06:00,0.123283932,2.2,0,0.000178772,0.105263158,0.236274437,275.35
972300,972300,1/12/20 06:05,0.213678425,2.15145,0,0.999986411,0.105263158,0.236274437,275.30145
972600,972600,1/12/20 06:10,0.21204427,2.10558,0,0.999786409,0.105263158,0.236274437,275.25558
972900,972900,1/12/20 06:15,0.209679538,2.0619,0,0.999786409,0.105263158,0.236274437,275.2119
973200,973200,1/12/20 06:20,0.207686767,2.02004,0,0.999786409,0.105263158,0.236274437,275.17004
973500,973500,1/12/20 06:25,0.205887442,1.97958,0,0.999786409,0.105263158,0.236274437,275.12958
973800,973800,1/12/20 06:30,0.204332506,1.9401,0,0.999786409,0.105263158,0.236274437,275.0901
974100,974100,1/12/20 06:35,0.20299818,1.90115,0.000588564,0.999786409,0.105263158,0.236274437,275.05115
974400,974400,1/12/20 06:40,0.201849657,1.86233,0.002278467,0.999786409,0.105263158,0.236274437,275.01233
974700,974700,1/12/20 06:45,0.20085822,1.82324,0.00495602,0.999786409,0.105263158,0.236274437,274.97324
975000,975000,1/12/20 06:50,0.199980719,1.7834,0.008507539,0.999786409,0.105263158,0.236274437,274.9334
975300,975300,1/12/20 06:55,0.199261425,1.7425,0.012819337,0.999786409,0.105263158,0.236274437,274.8925
975600,975600,1/12/20 07:00,0.198630903,1.7,0.017777726,0.999786409,0.210526316,0.345978656,274.85
975900,975900,1/12/20 07:05,0.18952893,1.65475,0.023269021,0.999786409,0.210526316,0.345978656,274.80475
976200,976200,1/12/20 07:10,0.188313039,1.60623,0.029179534,0.999786409,0.210526316,0.345978656,274.75623
976500,976500,1/12/20 07:15,0.187392381,1.55517,0.035395582,0.999786409,0.210526316,0.345978656,274.70517
976800,976800,1/12/20 07:20,0.186651748,1.50228,0.041803475,0.999786409,0.210526316,0.345978656,274.65228
977100,977100,1/12/20 07:25,0.18723436,1.4483,0.048289523,0.999786409,0.210526316,0.345978656,274.5983
977400,977400,1/12/20 07:30,0.17486346,1.39395,0.054740049,0.999786409,0.210526316,0.345978656,274.54395
977700,977700,1/12/20 07:35,0.171787714,1.33993,0.062641034,0.999786409,0.210526316,0.345978656,274.48993
978000,978000,1/12/20 07:40,0.168392947,1.28695,0.073198699,0.999786409,0.210526316,0.345978656,274.43695
978300,978300,1/12/20 07:45,0.165165701,1.23574,0.085879695,0.999786409,0.210526316,0.345978656,274.38574
978600,978600,1/12/20 07:50,0.161847881,1.18704,0.100150672,0.999786409,0.210526316,0.345978656,274.33704
978900,978900,1/12/20 07:55,0.158433789,1.14156,0.11547828,0.999786409,0.210526316,0.345978656,274.29156
979200,979200,1/12/20 08:00,0.155739873,1.1,0.131329178,0.999786409,1,1,274.25
979500,979500,1/12/20 08:05,0.079037466,1.1004,0.147170002,0.999786409,1,1,274.2504
979800,979800,1/12/20 08:10,0.075465595,1.17126,0.162467426,0.999786409,1,1,274.32126
980100,980100,1/12/20 08:15,0.069356055,1.29922,0.176688072,0.999786409,1,1,274.44922
980400,980400,1/12/20 08:20,0.063237302,1.4708,0.18929864,0.999786409,1,1,274.6208
980700,980700,1/12/20 08:25,0.057418383,1.6725,0.199765735,0.999786409,1,1,274.8225
981000,981000,1/12/20 08:30,0.051766559,1.891,0.20755602,0.999786409,1,1,275.041
981300,981300,1/12/20 08:35,0.047965591,2.1127,0.211547436,0.999786409,1,1,275.2627
981600,981600,1/12/20 08:40,0.047036247,2.32427,0.211521241,0.999786409,1,1,275.47427
981900,981900,1/12/20 08:45,0.044589089,2.51223,0.20829913,0.999786409,1,1,275.66223
982200,982200,1/12/20 08:50,0.042556599,2.66314,0.202702813,0.999786409,1,1,275.81314
982500,982500,1/12/20 08:55,0.041088435,2.76354,0.195553931,0.999786409,1,1,275.91354
982800,982800,1/12/20 09:00,0.040138465,2.8,0.187674215,0.999786409,1,1,275.95
983100,983100,1/12/20 09:05,0.040016884,2.8,0.179885336,0.999786409,1,1,275.95
983400,983400,1/12/20 09:10,0.042153851,2.8,0.173009005,0.999786409,1,1,275.95
983700,983700,1/12/20 09:15,0.042602255,2.8,0.16786687,0.999786409,1,1,275.95
984000,984000,1/12/20 09:20,0.043265967,2.8,0.165280645,0.999786409,1,1,275.95
984300,984300,1/12/20 09:25,0.045287723,2.8,0.166072003,0.999786409,1,1,275.95
984600,984600,1/12/20 09:30,0.046319154,2.8,0.171062654,0.999786409,1,1,275.95
984900,984900,1/12/20 09:35,0.045933974,2.8,0.178766403,0.999786409,1,1,275.95
985200,985200,1/12/20 09:40,0.045457744,2.8,0.187067586,0.999786409,1,1,275.95
985500,985500,1/12/20 09:45,0.044910178,2.8,0.195843656,0.999786409,1,1,275.95
985800,985800,1/12/20 09:50,0.044303381,2.8,0.20497213,0.999786409,1,1,275.95
986100,986100,1/12/20 09:55,0.043628851,2.8,0.21433042,0.999786409,1,1,275.95
986400,986400,1/12/20 10:00,0.042915104,2.8,0.223796001,0.999786409,1,1,275.95
986700,986700,1/12/20 10:05,0.042040792,2.8,0.233246369,0.999786409,1,1,275.95
987000,987000,1/12/20 10:10,0.041128892,2.8,0.242558974,0.999786409,1,1,275.95
987300,987300,1/12/20 10:15,0.04017874,2.8,0.25161129,0.999786409,1,1,275.95
987600,987600,1/12/20 10:20,0.039189332,2.8,0.260280746,0.999786409,1,1,275.95
987900,987900,1/12/20 10:25,0.038173314,2.8,0.268444868,0.999786409,1,1,275.95
988200,988200,1/12/20 10:30,0.037118488,2.8,0.275981081,0.999786409,1,1,275.95
988500,988500,1/12/20 10:35,0.036192528,2.8,0.283202243,0.999786409,1,1,275.95
988800,988800,1/12/20 10:40,0.035256433,2.8,0.290472369,0.999786409,1,1,275.95
989100,989100,1/12/20 10:45,0.034311225,2.8,0.297745771,0.999786409,1,1,275.95
989400,989400,1/12/20 10:50,0.033358322,2.8,0.304976703,0.999786409,1,1,275.95
989700,989700,1/12/20 10:55,0.032395938,2.8,0.312119504,0.999786409,1,1,275.95
990000,990000,1/12/20 11:00,0.031425371,2.8,0.31912842,0.999786409,1,1,275.95
990300,990300,1/12/20 11:05,0.030560013,2.8,0.325957697,0.999786409,1,1,275.95
990600,990600,1/12/20 11:10,0.029690156,2.8,0.332561719,0.999786409,1,1,275.95
990900,990900,1/12/20 11:15,0.028817857,2.8,0.338894709,0.999786409,1,1,275.95
991200,991200,1/12/20 11:20,0.027942519,2.8,0.344910915,0.999786409,1,1,275.95
991500,991500,1/12/20 11:25,0.027064296,2.8,0.350564695,0.999786409,1,1,275.95
991800,991800,1/12/20 11:30,0.026181269,2.8,0.35581032,0.999786409,1,1,275.95
992100,992100,1/12/20 11:35,0.025462643,2.8,0.360527521,0.999786409,1,1,275.95
992400,992400,1/12/20 11:40,0.024757511,2.8,0.364667283,0.999786409,1,1,275.95
992700,992700,1/12/20 11:45,0.024064886,2.8,0.368290663,0.999786409,1,1,275.95
993000,993000,1/12/20 11:50,0.023382511,2.8,0.371458766,0.999786409,1,1,275.95
993300,993300,1/12/20 11:55,0.02271532,2.8,0.374232627,0.999786409,1,1,275.95
993600,993600,1/12/20 12:00,0.022051681,2.8,0.376673372,0.999786409,0.526315789,0.843851602,275.95
993900,993900,1/12/20 12:05,0.041342972,2.8,0.378842036,0.999786409,0.526315789,0.843851602,275.95
994200,994200,1/12/20 12:10,0.041762194,2.8,0.3807997,0.999786409,0.526315789,0.843851602,275.95
994500,994500,1/12/20 12:15,0.041409895,2.8,0.382607467,0.999786409,0.526315789,0.843851602,275.95
994800,994800,1/12/20 12:20,0.041035472,2.8,0.384326373,0.999786409,0.526315789,0.843851602,275.95
995100,995100,1/12/20 12:25,0.040647139,2.8,0.386017544,0.999786409,0.526315789,0.843851602,275.95
995400,995400,1/12/20 12:30,0.040238354,2.8,0.387742015,0.999786409,0.526315789,0.843851602,275.95
995700,995700,1/12/20 12:35,0.039944255,2.8,0.389714573,0.999786409,0.526315789,0.843851602,275.95
996000,996000,1/12/20 12:40,0.03964695,2.8,0.391967536,0.999786409,0.526315789,0.843851602,275.95
996300,996300,1/12/20 12:45,0.039346089,2.8,0.394288514,0.999786409,0.526315789,0.843851602,275.95
996600,996600,1/12/20 12:50,0.039040462,2.8,0.396465024,0.999786409,0.526315789,0.843851602,275.95
996900,996900,1/12/20 12:55,0.038730845,2.8,0.398284584,0.999786409,0.526315789,0.843851602,275.95
997200,997200,1/12/20 13:00,0.038414185,2.8,0.399534732,0.999786409,1,1,275.95
997500,997500,1/12/20 13:05,0.020020869,2.81127,0.400003034,0.999786409,1,1,275.96127
997800,997800,1/12/20 13:10,0.016575437,2.8423,0.399477027,0.999786409,1,1,275.9923
998100,998100,1/12/20 13:15,0.015692386,2.8888,0.397744185,0.999786409,1,1,276.0388
998400,998400,1/12/20 13:20,0.014756701,2.94647,0.394592116,0.999786409,1,1,276.09647
998700,998700,1/12/20 13:25,0.013782937,3.0111,0.389808315,0.999786409,1,1,276.1611
999000,999000,1/12/20 13:30,0.012796669,3.07842,0.383180344,0.999786409,1,1,276.22842
999300,999300,1/12/20 13:35,0.012319529,3.14416,0.375258547,0.999786409,1,1,276.29416
999600,999600,1/12/20 13:40,0.011920016,3.20403,0.366775778,0.999786409,1,1,276.35403
999900,999900,1/12/20 13:45,0.011615443,3.25384,0.357793324,0.999786409,1,1,276.40384
1000200,1000200,1/12/20 13:50,0.011417284,3.28927,0.34837247,0.999786409,1,1,276.43927
1000500,1000500,1/12/20 13:55,0.011363202,3.3061,0.33857448,0.999786409,1,1,276.4561
1000800,1000800,1/12/20 14:00,0.01145001,3.3,0.328460663,0.999786409,1,1,276.45
1001100,1001100,1/12/20 14:05,0.011864463,3.26666,0.318092282,0.999786409,1,1,276.41666
1001400,1001400,1/12/20 14:10,0.012442721,3.20757,0.307530646,0.999786409,1,1,276.35757
1001700,1001700,1/12/20 14:15,0.01316404,3.12728,0.296836972,0.999786409,1,1,276.27728
1002000,1002000,1/12/20 14:20,0.014006962,3.0303,0.286072615,0.999786409,1,1,276.1803
1002300,1002300,1/12/20 14:25,0.014934448,2.9212,0.275298838,0.999786409,1,1,276.0712
1002600,1002600,1/12/20 14:30,0.015936722,2.80456,0.264576904,0.999786409,1,1,275.95456
1002900,1002900,1/12/20 14:35,0.017026684,2.68484,0.253857868,0.999786409,1,1,275.83484
1003200,1003200,1/12/20 14:40,0.018137223,2.56667,0.243062948,0.999786409,1,1,275.71667
1003500,1003500,1/12/20 14:45,0.019241018,2.45455,0.232208634,0.999786409,1,1,275.60455
1003800,1003800,1/12/20 14:50,0.020308539,2.35302,0.221311419,0.999786409,1,1,275.50302
1004100,1004100,1/12/20 14:55,0.021390401,2.26666,0.210387814,0.999786409,1,1,275.41666
1004400,1004400,1/12/20 15:00,0.022327603,2.2,0.199454296,0.999786409,1,1,275.35
1004700,1004700,1/12/20 15:05,0.022723256,2.15014,0.188527389,0.999786409,1,1,275.30014
1005000,1005000,1/12/20 15:10,0.023488579,2.10964,0.177623568,0.999786409,1,1,275.25964
1005300,1005300,1/12/20 15:15,0.02423109,2.0761,0.166759356,0.999786409,1,1,275.2261
1005600,1005600,1/12/20 15:20,0.024963408,2.04717,0.15595123,0.999786409,1,1,275.19717
1005900,1005900,1/12/20 15:25,0.025692989,2.02056,0.145215712,0.999786409,1,1,275.17056
1006200,1006200,1/12/20 15:30,0.02643969,1.99383,0.134569288,0.999786409,1,1,275.14383
1006500,1006500,1/12/20 15:35,0.027097035,1.9647,0.124007555,0.999786409,1,1,275.1147
1006800,1006800,1/12/20 15:40,0.02777462,1.93075,0.113552911,0.999786409,1,1,275.08075
1007100,1007100,1/12/20 15:45,0.028483012,1.88964,0.103262067,0.999786409,1,1,275.03964
1007400,1007400,1/12/20 15:50,0.029232963,1.83907,0.093191706,0.999786409,1,1,274.98907
1007700,1007700,1/12/20 15:55,0.030034299,1.77664,0.083398534,0.999786409,1,1,274.92664
1008000,1008000,1/12/20 16:00,0.030898425,1.7,0.073939241,0.999786409,1,1,274.85
1008300,1008300,1/12/20 16:05,0.031928487,1.61453,0.064870528,0.999786409,1,1,274.76453
1008600,1008600,1/12/20 16:10,0.033085835,1.52725,0.056249084,0.999786409,1,1,274.67725
1008900,1008900,1/12/20 16:15,0.034264112,1.43838,0.048131623,0.999786409,1,1,274.58838
1009200,1009200,1/12/20 16:20,0.03546782,1.34814,0.040574823,0.999786409,1,1,274.49814
1009500,1009500,1/12/20 16:25,0.036696606,1.2567,0.033635393,0.999786409,1,1,274.4067
1009800,1009800,1/12/20 16:30,0.037970956,1.1643,0.027370025,0.999786409,1,1,274.3143
1010100,1010100,1/12/20 16:35,0.039217721,1.07107,0.021865924,0.999786409,1,1,274.22107
1010400,1010400,1/12/20 16:40,0.040795172,0.97726,0.017135063,0.999786409,1,1,274.12726
1010700,1010700,1/12/20 16:45,0.041744235,0.88305,0.013121283,0.999786409,1,1,274.03305
1011000,1011000,1/12/20 16:50,0.042661065,0.78863,0.009768426,0.999786409,1,1,273.93863
1011300,1011300,1/12/20 16:55,0.043538311,0.6942,0.007020336,0.999786409,1,1,273.8442
1011600,1011600,1/12/20 17:00,0.0443955,0.6,0.004820856,0.999786409,0.315789474,0.497872947,273.75
1011900,1011900,1/12/20 17:05,0.100401757,0.50588,0.00311383,0.999786409,0.315789474,0.497872947,273.65588
1012200,1012200,1/12/20 17:10,0.102730259,0.41143,0.001843099,0.999786409,0.315789474,0.497872947,273.56143
1012500,1012500,1/12/20 17:15,0.105402455,0.31643,0.000952508,0.999786409,0.315789474,0.497872947,273.46643
1012800,1012800,1/12/20 17:20,0.107944189,0.2207,0.000385899,0.999786409,0.315789474,0.497872947,273.3707
1013100,1013100,1/12/20 17:25,0.110326462,0.12393,8.71E-05,0.999786409,0.315789474,0.497872947,273.27393
1013400,1013400,1/12/20 17:30,0.112517602,0.02596,0,0.999786409,0.315789474,0.497872947,273.17596
1013700,1013700,1/12/20 17:35,0.114615377,-0.07343,0,0.999786409,0.315789474,0.497872947,273.07657
1014000,1014000,1/12/20 17:40,0.116665568,-0.1745,0,0.999786409,0.315789474,0.497872947,272.9755
1014300,1014300,1/12/20 17:45,0.118657182,-0.27747,0,0.999786409,0.315789474,0.497872947,272.87253
1014600,1014600,1/12/20 17:50,0.120606585,-0.38257,0,0.999786409,0.315789474,0.497872947,272.76743
1014900,1014900,1/12/20 17:55,0.122487443,-0.49,0,0.999786409,0.315789474,0.497872947,272.66
1015200,1015200,1/12/20 18:00,0.124337825,-0.6,0,0.999786409,0.105263158,0.320654583,272.55
1015500,1015500,1/12/20 18:05,0.143228634,-0.73408,0,0.999786409,0.105263158,0.320654583,272.41592
1015800,1015800,1/12/20 18:10,0.147116429,-0.9087,0,0.999786409,0.105263158,0.320654583,272.2413
1016100,1016100,1/12/20 18:15,0.150302718,-1.11674,0,0.999786409,0.105263158,0.320654583,272.03326
1016400,1016400,1/12/20 18:20,0.153504789,-1.3509,0,0.999786409,0.105263158,0.320654583,271.7991
1016700,1016700,1/12/20 18:25,0.15674142,-1.604,0,0.999786409,0.105263158,0.320654583,271.546
1017000,1017000,1/12/20 18:30,0.159934284,-1.86884,0,0.999786409,0.105263158,0.320654583,271.28116
1017300,1017300,1/12/20 18:35,0.163104199,-2.13816,0,0.999786409,0.105263158,0.320654583,271.01184
1017600,1017600,1/12/20 18:40,0.166198457,-2.40482,0,0.999786409,0.105263158,0.320654583,270.74518
1017900,1017900,1/12/20 18:45,0.169189082,-2.66154,0,0.999786409,0.105263158,0.320654583,270.48846
1018200,1018200,1/12/20 18:50,0.172053593,-2.9011,0,0.999786409,0.105263158,0.320654583,270.2489
1018500,1018500,1/12/20 18:55,0.174737276,-3.11634,0,0.999786409,0.105263158,0.320654583,270.03366
1018800,1018800,1/12/20 19:00,0.17722896,-3.3,0,0.999786409,0.105263158,0.320654583,269.85
1019100,1019100,1/12/20 19:05,0.179254957,-3.4642,0,0.999786409,0.105263158,0.320654583,269.6858
1019400,1019400,1/12/20 19:10,0.181224516,-3.62565,0,0.999786409,0.105263158,0.320654583,269.52435
1019700,1019700,1/12/20 19:15,0.183133624,-3.78394,0,0.999786409,0.105263158,0.320654583,269.36606
1020000,1020000,1/12/20 19:20,0.18497805,-3.93864,0,0.999786409,0.105263158,0.320654583,269.21136
1020300,1020300,1/12/20 19:25,0.186773788,-4.08936,0,0.999786409,0.105263158,0.320654583,269.06064
1020600,1020600,1/12/20 19:30,0.188500778,-4.23572,0,0.999786409,0.105263158,0.320654583,268.91428
1020900,1020900,1/12/20 19:35,0.190180369,-4.37733,0,0.999786409,0.105263158,0.320654583,268.77267
1021200,1021200,1/12/20 19:40,0.191803902,-4.51377,0,0.999786409,0.105263158,0.320654583,268.63623
1021500,1021500,1/12/20 19:45,0.19337348,-4.64463,0,0.999786409,0.105263158,0.320654583,268.50537
1021800,1021800,1/12/20 19:50,0.194893548,-4.76957,0,0.999786409,0.105263158,0.320654583,268.38043
1022100,1022100,1/12/20 19:55,0.196354729,-4.88816,0,0.999786409,0.105263158,0.320654583,268.26184
1022400,1022400,1/12/20 20:00,0.197766374,-5,0,0.999786409,0.052631579,0.265802474,268.15
1022700,1022700,1/12/20 20:05,0.203468383,-5.1084,0,0.999786409,0.052631579,0.265802474,268.0416
1023000,1023000,1/12/20 20:10,0.20528941,-5.2164,0,0.999786409,0.052631579,0.265802474,267.9336
1023300,1023300,1/12/20 20:15,0.207047399,-5.32322,0,0.999786409,0.052631579,0.265802474,267.82678
1023600,1023600,1/12/20 20:20,0.208746465,-5.42805,0,0.999786409,0.052631579,0.265802474,267.72195
1023900,1023900,1/12/20 20:25,0.210404089,-5.5301,0,0.999786409,0.052631579,0.265802474,267.6199
1024200,1024200,1/12/20 20:30,0.21200289,-5.62858,0,0.999786409,0.052631579,0.265802474,267.52142
1024500,1024500,1/12/20 20:35,0.213560114,-5.7227,0,0.999786409,0.052631579,0.265802474,267.4273
1024800,1024800,1/12/20 20:40,0.215067051,-5.81165,0,0.999786409,0.052631579,0.265802474,267.33835
1025100,1025100,1/12/20 20:45,0.216523487,-5.89463,0,0.999786409,0.052631579,0.265802474,267.25537
1025400,1025400,1/12/20 20:50,0.217931058,-5.9709,0,0.999786409,0.052631579,0.265802474,267.1791
1025700,1025700,1/12/20 20:55,0.2192803,-6.03962,0,0.999786409,0.052631579,0.265802474,267.11038
1026000,1026000,1/12/20 21:00,0.220576046,-6.1,0,0.999786409,0.052631579,0.265802474,267.05
1026300,1026300,1/12/20 21:05,0.221656016,-6.15516,0,0.999786409,0.052631579,0.265802474,266.99484
1026600,1026600,1/12/20 21:10,0.22271446,-6.2088,0,0.999786409,0.052631579,0.265802474,266.9412
1026900,1026900,1/12/20 21:15,0.223749823,-6.2611,0,0.999786409,0.052631579,0.265802474,266.8889
1027200,1027200,1/12/20 21:20,0.224762415,-6.31226,0,0.999786409,0.052631579,0.265802474,266.83774
1027500,1027500,1/12/20 21:25,0.225759773,-6.36243,0,0.999786409,0.052631579,0.265802474,266.78757
1027800,1027800,1/12/20 21:30,0.226736268,-6.41178,0,0.999786409,0.052631579,0.265802474,266.73822
1028100,1028100,1/12/20 21:35,0.227701364,-6.46046,0,0.999786409,0.052631579,0.265802474,266.68954
1028400,1028400,1/12/20 21:40,0.228653745,-6.50867,0,0.999786409,0.052631579,0.265802474,266.64133
1028700,1028700,1/12/20 21:45,0.229595672,-6.55656,0,0.999786409,0.052631579,0.265802474,266.59344
1029000,1029000,1/12/20 21:50,0.230530318,-6.60428,0,0.999786409,0.052631579,0.265802474,266.54572
1029300,1029300,1/12/20 21:55,0.231456136,-6.65204,0,0.999786409,0.052631579,0.265802474,266.49796
1029600,1029600,1/12/20 22:00,0,-6.7,0,0.999786409,0.052631579,0.223612401,266.45
1029900,1029900,1/12/20 22:05,0,-6.74662,0,0.006567717,0.052631579,0.223612401,266.40338
1030200,1030200,1/12/20 22:10,0,-6.79056,0,0.003455564,0.052631579,0.223612401,266.35944
1030500,1030500,1/12/20 22:15,0,-6.8324,0,0.002392222,0.052631579,0.223612401,266.3176
1030800,1030800,1/12/20 22:20,0,-6.87263,0,0.001845859,0.052631579,0.223612401,266.27737
1031100,1031100,1/12/20 22:25,0,-6.9118,0,0.001510319,0.052631579,0.223612401,266.2382
1031400,1031400,1/12/20 22:30,0,-6.9504,0,0.001282134,0.052631579,0.223612401,266.1996
1031700,1031700,1/12/20 22:35,0,-6.98902,0,0.001116312,0.052631579,0.223612401,266.16098
1032000,1032000,1/12/20 22:40,0,-7.0281,0,0.000990048,0.052631579,0.223612401,266.1219
1032300,1032300,1/12/20 22:45,0,-7.0682,0,0.000890509,0.052631579,0.223612401,266.0818
1032600,1032600,1/12/20 22:50,0,-7.1099,0,0.000809906,0.052631579,0.223612401,266.0401
1032900,1032900,1/12/20 22:55,0,-7.15366,0,0.000743228,0.052631579,0.223612401,265.99634
1033200,1033200,1/12/20 23:00,0,-7.2,0,0.000687102,0.052631579,0.202517365,265.95
1033500,1033500,1/12/20 23:05,0,-7.28348,0,0.000635923,0.052631579,0.202517365,265.86652
1033800,1033800,1/12/20 23:10,0,-7.4294,0,0.000578542,0.052631579,0.202517365,265.7206
1034100,1034100,1/12/20 23:15,0,-7.62446,0,0.00051993,0.052631579,0.202517365,265.52554
1034400,1034400,1/12/20 23:20,0,-7.85538,0,0.000464412,0.052631579,0.202517365,265.29462
1034700,1034700,1/12/20 23:25,0,-8.10892,0,0.00041415,0.052631579,0.202517365,265.04108
1035000,1035000,1/12/20 23:30,0,-8.37174,0,0.00036983,0.052631579,0.202517365,264.77826
1035300,1035300,1/12/20 23:35,0,-8.6306,0,0.000331308,0.052631579,0.202517365,264.5194
1035600,1035600,1/12/20 23:40,0,-8.87214,0,0.000298049,0.052631579,0.202517365,264.27786
1035900,1035900,1/12/20 23:45,0,-9.08317,0,0.000269386,0.052631579,0.202517365,264.06683
1036200,1036200,1/12/20 23:50,0,-9.2503,0,0.000244658,0.052631579,0.202517365,263.8997
1036500,1036500,1/12/20 23:55,0,-9.36036,0,0.000223261,0.052631579,0.202517365,263.78964
1036800,1036800,1/13/20 00:00,0,-9.4,0,0.000204671,0,0.189855329,263.75
1037100,1037100,1/13/20 00:05,0,-9.4,0,0.000188448,0,0.189855329,263.75
1037400,1037400,1/13/20 00:10,0,-9.4,0,0.000174221,0,0.189855329,263.75
1037700,1037700,1/13/20 00:15,0,-9.4,0,0.000161684,0,0.189855329,263.75
1038000,1038000,1/13/20 00:20,0,-9.4,0,0.000150582,0,0.189855329,263.75
1038300,1038300,1/13/20 00:25,0,-9.4,0,0.000140706,0,0.189855329,263.75
1038600,1038600,1/13/20 00:30,0,-9.4,0,0.000131881,0,0.189855329,263.75
1038900,1038900,1/13/20 00:35,0,-9.4,0,0.000123961,0,0.189855329,263.75
1039200,1039200,1/13/20 00:40,0,-9.4,0,0.000116825,0,0.189855329,263.75
1039500,1039500,1/13/20 00:45,0,-9.4,0,0.000110369,0,0.189855329,263.75
1039800,1039800,1/13/20 00:50,0,-9.4,0,0.000104509,0,0.189855329,263.75
1040100,1040100,1/13/20 00:55,0,-9.4,0,9.92E-05,0,0.189855329,263.75
1040400,1040400,1/13/20 01:00,0,-9.4,0,9.43E-05,0,0.189855329,263.75
1040700,1040700,1/13/20 01:05,0,-9.4,0,8.98E-05,0,0.189855329,263.75
1041000,1041000,1/13/20 01:10,0,-9.4,0,8.57E-05,0,0.189855329,263.75
1041300,1041300,1/13/20 01:15,0,-9.4,0,8.19E-05,0,0.189855329,263.75
1041600,1041600,1/13/20 01:20,0,-9.4,0,7.84E-05,0,0.189855329,263.75
1041900,1041900,1/13/20 01:25,0,-9.4,0,7.52E-05,0,0.189855329,263.75
1042200,1042200,1/13/20 01:30,0,-9.4,0,7.22E-05,0,0.189855329,263.75
1042500,1042500,1/13/20 01:35,0,-9.4,0,6.93E-05,0,0.189855329,263.75
1042800,1042800,1/13/20 01:40,0,-9.4,0,6.67E-05,0,0.189855329,263.75
1043100,1043100,1/13/20 01:45,0,-9.4,0,6.43E-05,0,0.189855329,263.75
1043400,1043400,1/13/20 01:50,0,-9.4,0,6.2E-05,0,0.189855329,263.75
1043700,1043700,1/13/20 01:55,0,-9.4,0,5.99E-05,0,0.189855329,263.75
1044000,1044000,1/13/20 02:00,0,-9.4,0,5.78E-05,0,0.189855329,263.75
