,timestamp,t_indoor_measured,t_indoor_predicted,t_indoor_predicted_after_kalman
2020-01-04 09:30:00,2020/01/04 09:30:00,20.93939049805971,20.985673401438078,20.9872
2020-01-04 09:35:00,2020/01/04 09:35:00,20.93215106323646,20.98724509846744,20.9851
2020-01-04 09:40:00,2020/01/04 09:40:00,20.929019655771754,20.98511138655681,20.9849
2020-01-04 09:45:00,2020/01/04 09:45:00,20.910136334795425,20.984875061410378,20.9804
2020-01-04 09:50:00,2020/01/04 09:50:00,20.90841087050677,20.98040904542171,20.9811
2020-01-04 09:55:00,2020/01/04 09:55:00,20.888134119086942,20.98111827158499,20.9761
2020-01-04 10:00:00,2020/01/04 10:00:00,20.793437225410344,20.976111800981244,20.9545
2020-01-04 10:05:00,2020/01/04 10:05:00,20.58032906677522,20.954483409528677,20.9083
2020-01-04 10:10:00,2020/01/04 10:10:00,20.513100944562268,20.90826814628855,20.9032
2020-01-04 10:15:00,2020/01/04 10:15:00,20.459853148397485,20.903244746668804,20.8915
2020-01-04 10:20:00,2020/01/04 10:20:00,20.508699592964035,20.891528683238676,20.9062
2020-01-04 10:25:00,2020/01/04 10:25:00,20.548243134448228,20.906233774011014,20.9126
2020-01-04 10:30:00,2020/01/04 10:30:00,20.551625178096913,20.912592856709864,20.9121
2020-01-04 10:35:00,2020/01/04 10:35:00,20.556686932029265,20.912065064990827,20.9135
2020-01-04 10:40:00,2020/01/04 10:40:00,20.55423931931398,20.913474525150093,20.9127
2020-01-04 10:45:00,2020/01/04 10:45:00,20.561506238880213,20.912695523762807,20.9146
2020-01-04 10:50:00,2020/01/04 10:50:00,20.584284261931714,20.914647158016805,20.9197
2020-01-04 10:55:00,2020/01/04 10:55:00,20.621501949596677,20.91971883517715,20.9275
2020-01-04 11:00:00,2020/01/04 11:00:00,20.656672798569844,20.927485064447524,20.9341
2020-01-04 11:05:00,2020/01/04 11:05:00,20.70999606734614,20.934140390387427,20.9454
2020-01-04 11:10:00,2020/01/04 11:10:00,20.742884249793406,20.945397617151514,20.9507
2020-01-04 11:15:00,2020/01/04 11:15:00,20.792424198659376,20.950731349762066,20.9614
2020-01-04 11:20:00,2020/01/04 11:20:00,20.81810189908066,20.961388319554487,20.9651
2020-01-04 11:25:00,2020/01/04 11:25:00,20.85416382908869,20.9651214920072,20.973
2020-01-04 11:30:00,2020/01/04 11:30:00,20.8965658739545,20.97298238573103,21.0015
2020-01-04 11:35:00,2020/01/04 11:35:00,20.999563352568202,21.001490024134227,21.0726
2020-01-04 11:40:00,2020/01/04 11:40:00,21.127184285341343,21.072633612118352,21.1797
2020-01-04 11:45:00,2020/01/04 11:45:00,21.336291727560194,21.179724999826817,21.3273
2020-01-04 11:50:00,2020/01/04 11:50:00,21.46333703138015,21.32731359974167,21.4668
2020-01-04 11:55:00,2020/01/04 11:55:00,21.642918614880614,21.46677795110827,21.6081
2020-01-04 12:00:00,2020/01/04 12:00:00,21.535612687773153,21.608097522987805,21.633
2020-01-04 12:05:00,2020/01/04 12:05:00,21.497747942532783,21.633005006221538,21.627
2020-01-04 12:10:00,2020/01/04 12:10:00,21.62847170131687,21.62700240725019,21.7046
2020-01-04 12:15:00,2020/01/04 12:15:00,21.87880737264095,21.704625911232768,21.8648
2020-01-04 12:20:00,2020/01/04 12:20:00,22.06965819213758,21.864848334494354,22.0195
2020-01-04 12:25:00,2020/01/04 12:25:00,22.282291679545153,22.019450133015425,22.1516
2020-01-04 12:30:00,2020/01/04 12:30:00,22.054780175541964,22.151600330707367,22.0258
2020-01-04 12:35:00,2020/01/04 12:35:00,21.87033615067412,22.02583132906244,21.9819
2020-01-04 12:40:00,2020/01/04 12:40:00,22.021749842069255,21.981928323704608,22.0617
2020-01-04 12:45:00,2020/01/04 12:45:00,22.294166386647703,22.06169779158381,22.2198
2020-01-04 12:50:00,2020/01/04 12:50:00,22.43897906867278,22.219763418478692,22.3191
2020-01-04 12:55:00,2020/01/04 12:55:00,22.318184691781823,22.31911670941605,22.1572
2020-01-04 13:00:00,2020/01/04 13:00:00,22.292875933166556,22.15716660628823,22.1829
2020-01-04 13:05:00,2020/01/04 13:05:00,22.182313850283265,22.182907379747803,22.1506
2020-01-04 13:10:00,2020/01/04 13:10:00,22.206419337319005,22.15062585812632,22.1954
2020-01-04 13:15:00,2020/01/04 13:15:00,22.27556827196969,22.195420672682133,22.2633
2020-01-04 13:20:00,2020/01/04 13:20:00,22.358021009492973,22.263293522535434,22.3373
2020-01-04 13:25:00,2020/01/04 13:25:00,22.44684453454289,22.337343217124726,22.407
2020-01-04 13:30:00,2020/01/04 13:30:00,22.43933119051269,22.40695014462608,22.4534
2020-01-04 13:35:00,2020/01/04 13:35:00,22.47622308189665,22.453428217887847,22.5254
2020-01-04 13:40:00,2020/01/04 13:40:00,22.577596091410896,22.525397146844853,22.6425
2020-01-04 13:45:00,2020/01/04 13:45:00,22.78418369483893,22.642500028257416,22.8121
2020-01-04 13:50:00,2020/01/04 13:50:00,22.913324994440075,22.812066704333972,22.9634
2020-01-04 13:55:00,2020/01/04 13:55:00,23.117054201552378,22.963353594304067,23.128
2020-01-04 14:00:00,2020/01/04 14:00:00,23.16589893638985,23.12800058764941,23.2507
2020-01-04 14:05:00,2020/01/04 14:05:00,23.26597964189608,23.250662407544553,23.3543
2020-01-04 14:10:00,2020/01/04 14:10:00,23.298813421422096,23.35434600180338,23.4243
2020-01-04 14:15:00,2020/01/04 14:15:00,23.34612337886813,23.424342197843714,23.4671
2020-01-04 14:20:00,2020/01/04 14:20:00,23.372587719571413,23.467143193863308,23.4908
2020-01-04 14:25:00,2020/01/04 14:25:00,23.3997932875954,23.490750418098514,23.5055
2020-01-04 14:30:00,2020/01/04 14:30:00,23.590458157447642,23.505477149008584,23.6805
2020-01-04 14:35:00,2020/01/04 14:35:00,23.691957490782727,23.680488786874662,23.6848
2020-01-04 14:40:00,2020/01/04 14:40:00,23.647058638976944,23.68476568722076,23.7125
2020-01-04 14:45:00,2020/01/04 14:45:00,23.77610799292745,23.712480656131845,23.8677
2020-01-04 14:50:00,2020/01/04 14:50:00,23.66413971557421,23.867662476043108,23.7521
2020-01-04 14:55:00,2020/01/04 14:55:00,21.916691559382457,23.752079454330158,22.1585
2020-01-04 15:00:00,2020/01/04 15:00:00,21.209032362330674,22.158530701231143,21.47
2020-01-04 15:05:00,2020/01/04 15:05:00,20.517618900811726,21.47004820421762,20.9676
2020-01-04 15:10:00,2020/01/04 15:10:00,20.50868354064005,20.96758676259759,20.6932
2020-01-04 15:15:00,2020/01/04 15:15:00,20.494202273909195,20.69319442280556,20.5653
2020-01-04 15:20:00,2020/01/04 15:20:00,20.480739344916003,20.565271916483425,20.5021
2020-01-04 15:25:00,2020/01/04 15:25:00,20.46876075587835,20.502083676649306,20.4718
2020-01-04 15:30:00,2020/01/04 15:30:00,20.41573199058712,20.471787055551943,20.4321
2020-01-04 15:35:00,2020/01/04 15:35:00,20.366017380033952,20.432143383273853,20.3766
2020-01-04 15:40:00,2020/01/04 15:40:00,20.320041411572902,20.3766241760693,20.306
