Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 03/03  05:00:00,165958607.8595046,22774755.846497865,0.0,9649497.642210719,53294400.0,77195981.13768575,3013588.8942867678,30384.33882352941,1929965.5306532542,1857965.5306532542,72000.0 
 03/03  06:00:00,183003404.0062522,29416657.12746305,0.0,19298995.284421438,53294400.0,77195981.13768575,3766986.117858459,30384.33882352941,5204304.869603581,1232917.6085185307,3971387.26108505 
 03/03  07:00:00,620694363.2278378,484236461.3010962,0.0,19298995.284421438,26647200.0,77195981.13768575,13285341.165810824,30384.33882352941,3970903.663209235,0.0,3970903.663209235 
 03/03  08:00:00,500447862.3776212,311580708.343575,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,138943751.70642583,134970244.01969675,3973507.686729065 
 03/03  09:00:00,575000401.6904037,134541794.0332164,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,82988444.495981,75106766.1956613,7881678.300319692 
 03/03  10:00:00,490891095.7220527,80487345.20772255,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,24839179.64796708,16956825.731971958,7882353.915995125 
 03/03  11:00:00,461208575.2861201,57729019.59575881,0.0,173690957.55979295,0.0,216461331.18616648,13296882.605578306,30384.338823529408,11788290.198872839,0.0,11788290.198872839 
 03/03  12:00:00,453723479.0388588,42988047.260359119,0.0,173690957.55979295,0.0,223397067.4499028,13617022.429980336,30384.338823529408,7886858.09636158,0.0,7886858.09636158 
 03/03  13:00:00,462315038.63971319,53468333.26845692,0.0,173690957.55979295,0.0,221437412.82482205,13687950.64781762,30384.338823529408,15708764.646737967,0.0,15708764.646737967 
 03/03  14:00:00,442314360.08320167,25822763.58982839,0.0,173690957.55979295,0.0,229176847.66968299,13593406.92507382,30384.338823529408,11796535.11002332,0.0,11796535.11002332 
 03/03  15:00:00,415388608.4093557,11170685.190162112,0.0,173690957.55979295,0.0,216461331.18616648,14035250.13441059,30384.338823529408,7881388.08180668,0.0,7881388.08180668 
 03/03  16:00:00,413175820.28138467,9330325.502683798,0.0,173690957.55979295,0.0,216461331.18616648,13662821.693917852,30384.338823529408,7880773.697321808,0.0,7880773.697321808 
 03/03  17:00:00,424840328.3839117,10586373.731885417,0.0,173690957.55979295,0.0,226864935.58177094,13667677.17163885,30384.338823529408,7885017.061770926,0.0,7885017.061770926 
 03/03  18:00:00,416419746.20834818,23502609.944301297,0.0,135092966.9909501,17764800.0,226061237.00064618,13967747.93362676,30384.338823529408,7878329.25106392,0.0,7878329.25106392 
 03/03  19:00:00,357681157.26895317,64910611.10821038,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.338823529408,3973909.6218020098,0.0,3973909.6218020098 
 03/03  20:00:00,376551453.62517479,93028555.81608039,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,11140462.025548615,7167877.77129946,3972584.254249154 
 03/03  21:00:00,355974483.51093378,130348571.55510363,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,31383151.725715516,27410045.384700117,3973106.341015396 
 03/03  22:00:00,370327982.22014787,149325894.44014196,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,35970499.179542828,31999196.566709754,3971302.612833076 
 03/03  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970556.9234177658,0.0,3970556.9234177658 
 03/03  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970617.3377109596,0.0,3970617.3377109596 
 03/04  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970674.3754753938,0.0,3970674.3754753938 
 03/04  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970725.9980814617,0.0,3970725.9980814617 
 03/04  06:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  07:00:00,447083231.3757132,310625329.4489717,0.0,19298995.284421438,26647200.0,77195981.13768575,13285341.165810822,30384.33882352941,3970913.8168586229,0.0,3970913.8168586229 
 03/04  08:00:00,317855312.88474497,189549314.25470666,0.0,19298995.284421438,0.0,95691277.84098245,13285341.165810822,30384.338823529408,3971932.244246232,0.0,3971932.244246232 
 03/04  09:00:00,319345477.2048602,96856414.24062683,0.0,96494976.4221072,0.0,112678361.03749182,13285341.165810822,30384.338823529408,3972742.78172138,0.0,3972742.78172138 
 03/04  10:00:00,302830013.1017522,72249257.8298265,0.0,96494976.4221072,0.0,120770053.34518413,13285341.165810822,30384.338823529408,3973894.5221300215,0.0,3973894.5221300215 
 03/04  11:00:00,287683485.321516,58127009.147126588,2443589.034331787,96494976.4221072,0.0,117302185.21331601,13285341.165810822,30384.338823529408,3972791.8238405699,0.0,3972791.8238405699 
 03/04  12:00:00,295537530.9868097,51467670.2337506,8774541.812006046,96494976.4221072,0.0,125393877.5210083,13376080.65911398,30384.338823529408,7876435.481739495,0.0,7876435.481739495 
 03/04  13:00:00,289248853.8615694,44773035.474093947,12982533.696516537,96494976.4221072,0.0,120770053.34518413,14197870.584844,30384.338823529408,3973687.9942333858,0.0,3973687.9942333858 
 03/04  14:00:00,264846584.7147001,24469707.49317821,17506426.38391217,96494976.4221072,0.0,111522404.99353579,14822685.083143266,30384.338823529408,3973499.8004359968,0.0,3973499.8004359968 
 03/04  15:00:00,174116597.7807692,43069404.34590823,11496921.206472865,28948492.926632167,0.0,76794131.8471234,13777263.115808987,30384.338823529408,3973088.41904628,0.0,3973088.41904628 
 03/04  16:00:00,177711156.15680916,61706370.32418364,1570259.7300597614,28948492.926632167,0.0,72170307.67129924,13285341.165810822,30384.338823529408,3972442.688279627,0.0,3972442.688279627 
 03/04  17:00:00,198702248.0809856,83111765.93446382,0.0,28948492.926632167,0.0,73326263.71525528,13285341.165810822,30384.338823529408,3972463.7478954696,0.0,3972463.7478954696 
 03/04  18:00:00,220832641.8900316,124152296.62618594,0.0,9649497.642210719,8882400.0,64832722.11700059,13285341.165810822,30384.338823529408,3971034.495875707,0.0,3971034.495875707 
 03/04  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  20:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970991.9908966838,0.0,3970991.9908966838 
 03/04  21:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970943.907173567,0.0,3970943.907173567 
 03/04  22:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/04  23:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970597.5304603266,0.0,3970597.5304603266 
 03/04  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970558.299426514,0.0,3970558.299426514 
 03/05  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970818.7018324935,0.0,3970818.7018324935 
 03/05  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970606.1681682679,0.0,3970606.1681682679 
 03/05  06:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  07:00:00,94224067.83429855,0.0,0.0,9649497.642210719,26647200.0,57896985.85326433,0.0,30384.338823529408,3970803.384918554,0.0,3970803.384918554 
 03/05  08:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  09:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3970547.6025700976,0.0,3970547.6025700976 
 03/05  10:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  11:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  12:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3971093.6080029627,0.0,3971093.6080029627 
 03/05  13:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3971067.305282763,0.0,3971067.305282763 
 03/05  14:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  15:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3971138.815458992,0.0,3971138.815458992 
 03/05  16:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/05  17:00:00,81169457.18642798,11332397.681414335,0.0,9649497.642210719,0.0,57896985.85326433,2260191.6707150756,30384.338823529408,4154688.7342862158,184026.08437914629,3970662.6499070695 
 03/05  18:00:00,106299462.8983559,26073208.946198875,0.0,9649497.642210719,8882400.0,57896985.85326433,3766986.117858459,30384.338823529408,130724.6994429082,58724.69944290819,72000.0 
 03/05  19:00:00,149475747.05427218,25590890.325686866,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.894286767,30384.33882352941,4147196.2864404257,176252.8497911743,3970943.4366492514 
 03/05  20:00:00,161162192.36515976,36523938.41300274,0.0,9649497.642210719,53294400.0,57896985.85326433,3766986.117858459,30384.338823529408,953905.3922655811,881905.3922655811,72000.0 
 03/05  21:00:00,154546363.24522878,30661506.516643458,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.894286767,30384.33882352941,825480.7242899225,753480.7242899225,72000.0 
 03/05  22:00:00,167402604.98693485,42764351.03477785,0.0,9649497.642210719,53294400.0,57896985.85326433,3766986.1178584594,30384.33882352941,7319080.553996979,3347525.4333753685,3971555.12062161 
 03/05  23:00:00,158841177.73756109,34956321.00897575,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.894286767,30384.33882352941,3602861.805854246,3530861.805854246,72000.0 
 03/05  24:00:00,173472078.34018407,48833824.38802704,0.0,9649497.642210719,53294400.0,57896985.85326433,3766986.1178584594,30384.33882352941,11324333.132384867,7353496.541000648,3970836.5913842187 
 03/06  01:00:00,198324812.5402329,52457224.693762119,0.0,9649497.642210719,53294400.0,77195981.13768575,5697324.727750778,30384.33882352941,7278007.812445031,7206007.812445031,72000.0 
 03/06  02:00:00,246532890.93496899,95291510.17807326,0.0,9649497.642210719,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,15722716.865214229,11751481.949622406,3971234.9155918208 
 03/06  03:00:00,231232916.41464383,82205759.18538328,0.0,9649497.642210719,53294400.0,77195981.13768575,8856894.110540549,30384.33882352941,10132034.448271886,10060034.448271886,72000.0 
 03/06  04:00:00,261778843.61901588,110537462.86212017,0.0,9649497.642210719,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,18448733.60969121,14477662.911504597,3971070.6981866129 
 03/06  05:00:00,240624352.06687749,91597194.83761694,0.0,9649497.642210719,53294400.0,77195981.13768575,8856894.110540549,30384.33882352941,11519274.074741675,11447274.074741675,72000.0 
 03/06  06:00:00,281581266.33682897,120690387.9377225,0.0,19298995.284421438,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,19371355.057689284,15399554.81992893,3971800.2377603536 
 03/06  07:00:00,863254675.3923886,726796773.465647,0.0,19298995.284421438,26647200.0,77195981.13768575,13285341.165810822,30384.33882352941,5382034.205584655,1411012.5042203926,3971021.7013642617 
 03/06  08:00:00,660918021.309871,472050867.27582499,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,208132871.45645929,204159444.694884,3973426.761575291 
 03/06  09:00:00,688263623.1138216,247805015.45663444,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.338823529408,183212651.23307783,175331521.516789,7881129.716288833 
 03/06  10:00:00,591932464.1718059,181528713.65747575,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,155394168.06600265,147511276.02061398,7882892.045388647 
 03/06  11:00:00,551511839.973738,148043825.72314415,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,133703629.97141589,121915576.2758936,11788053.695522296 
 03/06  12:00:00,541082682.3603224,130640816.34214919,0.0,173690957.55979295,0.0,223397067.4499028,13323456.66965384,30384.338823529408,108178618.31397298,100291976.4128247,7886641.901148269 
 03/06  13:00:00,545036473.0280564,136268964.61409796,0.0,173690957.55979295,0.0,221437412.82482205,13608753.690519656,30384.338823529408,91965798.41917399,76257601.02246584,15708197.396708139 
 03/06  14:00:00,497472817.6571956,80805449.35294685,0.0,173690957.55979295,0.0,229176847.66968299,13769178.735949323,30384.338823529408,67515385.50547578,55719334.717986699,11796050.787489078 
 03/06  15:00:00,460351867.34206429,56557208.34841883,0.0,173690957.55979295,0.0,216461331.18616648,13611985.908862409,30384.338823529408,70158312.42541665,62277373.015115808,7880939.410300847 
 03/06  16:00:00,456337941.9685284,52843737.832407537,0.0,173690957.55979295,0.0,216461331.18616648,13311531.051337945,30384.338823529408,94856305.10191038,86975743.03417009,7880562.0677402899 
 03/06  17:00:00,469051025.9856403,55179407.339442107,0.0,173690957.55979295,0.0,226864935.58177094,13285341.165810822,30384.338823529408,114983849.03922403,107099166.6561901,7884682.383033945 
 03/06  18:00:00,470830245.2502581,87349535.94933093,0.0,135092966.9909501,8882400.0,226061237.00064618,13413720.970507119,30384.338823529408,143628039.55130259,135749727.090315,7878312.460987567 
 03/06  19:00:00,472946632.69690629,180176086.53616355,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,183309723.72468478,179335836.39994288,3973887.3247419048 
 03/06  20:00:00,495185467.26867076,211662569.45957644,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,221114341.05499805,217141626.34284226,3972714.7121558075 
 03/06  21:00:00,493272198.0664487,267646286.1106186,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,241709243.92469073,237736190.7556253,3973053.169065466 
 03/06  22:00:00,511959243.13078066,290957155.3507749,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,245956544.70265723,241984934.04176463,3971610.6608926097 
 03/06  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970870.8844478207,0.0,3970870.8844478207 
 03/06  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/07  01:00:00,168391736.05277229,24454486.816193828,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.1178584594,30384.33882352941,6054689.694194382,2084016.0574747455,3970673.6367196368 
 03/07  02:00:00,169293166.22358615,26109314.210579374,0.0,9649497.642210719,53294400.0,77195981.13768575,3013588.894286767,30384.33882352941,4209335.848610419,4137335.8486104195,72000.0 
 03/07  03:00:00,185037809.91661976,41100560.68004127,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.1178584594,30384.33882352941,14203283.56746288,10232547.252731365,3970736.3147315185 
 03/07  04:00:00,195243765.97799329,49219634.0860843,0.0,9649497.642210719,53294400.0,77195981.13768575,5853868.773188942,30384.33882352941,10003939.923567195,9931939.923567195,72000.0 
 03/07  05:00:00,242196754.3387453,90955373.58184959,0.0,9649497.642210719,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,20279021.268638124,16308228.250085574,3970793.01855255 
 03/07  06:00:00,236763072.49649806,78086417.62502676,0.0,19298995.284421438,53294400.0,77195981.13768575,8856894.110540549,30384.33882352941,13806642.116544936,13734642.116544936,72000.0 
 03/07  07:00:00,765279260.7301318,628821358.80339,0.0,19298995.284421438,26647200.0,77195981.13768575,13285341.165810822,30384.33882352941,7450799.053900514,3479761.111302903,3971037.942597611 
 03/07  08:00:00,613450793.7117723,424583639.67772629,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,266390805.76892955,262417319.48278917,3973486.28614038 
 03/07  09:00:00,650473892.5397768,210015284.88258959,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,210026486.34300817,202144693.5089764,7881792.834031744 
 03/07  10:00:00,536530346.2110896,126126595.69675948,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,137457659.16769556,129574495.05750117,7883164.110194356 
