Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 02/24  15:00:00,414416358.85113516,10930447.333356303,0.0,173690957.55979295,0.0,216461331.18616648,13303238.432995828,30384.338823529408,7880727.57582435,0.0,7880727.57582435 
 02/24  16:00:00,409880292.26747408,6383864.6194074959,0.0,173690957.55979295,0.0,216461331.18616648,13313754.563283505,30384.338823529408,7880404.120173168,0.0,7880404.120173168 
 02/24  17:00:00,418211079.3654297,3917974.904744136,0.0,173690957.55979295,0.0,226864935.58177094,13706826.980298119,30384.338823529408,7885496.680325026,0.0,7885496.680325026 
 02/24  18:00:00,412814659.68380388,19795142.69549742,0.0,135092966.9909501,17764800.0,226061237.00064618,14070128.657886258,30384.338823529408,7877988.068034467,0.0,7877988.068034467 
 02/24  19:00:00,346036167.5515418,53265621.39079902,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.338823529408,3973895.1812702456,0.0,3973895.1812702456 
 02/24  20:00:00,354660715.367808,71137817.55871359,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,3972778.120598094,0.0,3972778.120598094 
 02/24  21:00:00,326459979.1207171,100834067.16488698,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,3973117.049608536,0.0,3973117.049608536 
 02/24  22:00:00,335539882.2521746,114537794.47216875,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,4468587.414310522,497459.0101573855,3971128.404153137 
 02/24  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970810.8342537989,0.0,3970810.8342537989 
 02/24  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970834.974724434,0.0,3970834.974724434 
 02/25  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970859.296646008,0.0,3970859.296646008 
 02/25  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970882.2913437408,0.0,3970882.2913437408 
 02/25  06:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  07:00:00,468632222.36365607,323291920.43691459,0.0,19298995.284421438,35529600.0,77195981.13768575,13285341.165810822,30384.33882352941,3970940.5448295709,0.0,3970940.5448295709 
 02/25  08:00:00,348342152.0545717,220036153.42453344,0.0,19298995.284421438,0.0,95691277.84098245,13285341.165810822,30384.338823529408,76778841.80479032,72807014.55308037,3971827.251709951 
 02/25  09:00:00,328260224.1098997,105771161.14566629,0.0,96494976.4221072,0.0,112678361.03749182,13285341.165810822,30384.338823529408,15869898.36560844,11897248.555842992,3972649.8097654485 
 02/25  10:00:00,298315882.24797669,67735126.97605092,0.0,96494976.4221072,0.0,120770053.34518413,13285341.165810822,30384.338823529408,3973895.7712165147,0.0,3973895.7712165147 
 02/25  11:00:00,281884399.37151578,52630378.665967348,2141133.565490775,96494976.4221072,0.0,117302185.21331601,13285341.165810822,30384.338823529408,3973515.150377812,0.0,3973515.150377812 
 02/25  12:00:00,287383716.04352387,45262304.73090115,6644125.715259363,96494976.4221072,0.0,125393877.5210083,13558047.315424245,30384.338823529408,7876822.496152798,0.0,7876822.496152798 
 02/25  13:00:00,282973008.4890625,41490841.61507798,9552252.845607989,96494976.4221072,0.0,120770053.34518413,14634499.922261678,30384.338823529408,3973716.615733505,0.0,3973716.615733505 
 02/25  14:00:00,258998142.4792264,24704557.627234509,11421290.524246507,96494976.4221072,0.0,111522404.99353579,14824528.57327886,30384.338823529408,3973507.9025892976,0.0,3973507.9025892976 
 02/25  15:00:00,174972429.59834854,45385167.74631701,10408765.210550053,28948492.926632167,0.0,76794131.8471234,13405487.528902356,30384.338823529408,3972711.0841417505,0.0,3972711.0841417505 
 02/25  16:00:00,175268472.1399089,50450338.11488722,10383607.922455918,28948492.926632167,0.0,72170307.67129924,13285341.165810822,30384.338823529408,3972270.936348239,0.0,3972270.936348239 
 02/25  17:00:00,175461552.37469558,55637805.2785458,4233264.949628011,28948492.926632167,0.0,73326263.71525528,13285341.165810822,30384.338823529408,3972571.6894184558,0.0,3972571.6894184558 
 02/25  18:00:00,206721171.68404246,101158426.4201968,0.0,9649497.642210719,17764800.0,64832722.11700059,13285341.165810822,30384.338823529408,3971314.754598243,0.0,3971314.754598243 
 02/25  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  20:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3971276.5347334037,0.0,3971276.5347334037 
 02/25  21:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3971237.284594147,0.0,3971237.284594147 
 02/25  22:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/25  23:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970932.3900632329,0.0,3970932.3900632329 
 02/25  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970198.093085228,0.0,3970198.093085228 
 02/26  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970619.0170761879,0.0,3970619.0170761879 
 02/26  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  05:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970218.6358129146,0.0,3970218.6358129146 
 02/26  06:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  07:00:00,103106467.83429855,0.0,0.0,9649497.642210719,35529600.0,57896985.85326433,0.0,30384.338823529408,3970525.7221889544,0.0,3970525.7221889544 
 02/26  08:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  09:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3970805.4127795596,0.0,3970805.4127795596 
 02/26  10:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  11:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  12:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3970729.772659585,0.0,3970729.772659585 
 02/26  13:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3971182.894012241,0.0,3971182.894012241 
 02/26  14:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  15:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3970730.804045457,0.0,3970730.804045457 
 02/26  16:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  17:00:00,67576867.83429857,0.0,0.0,9649497.642210719,0.0,57896985.85326433,0.0,30384.338823529408,3970811.070911347,0.0,3970811.070911347 
 02/26  18:00:00,85341667.83429855,0.0,0.0,9649497.642210719,17764800.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970544.4341749756,0.0,3970544.4341749756 
 02/26  20:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  21:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  22:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3971228.397155561,0.0,3971228.397155561 
 02/26  23:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/26  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970428.985947236,0.0,3970428.985947236 
 02/27  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/27  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970988.879150578,0.0,3970988.879150578 
 02/27  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/27  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970997.113431635,0.0,3970997.113431635 
 02/27  05:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/27  06:00:00,169352557.491353,16519207.836135539,0.0,19298995.284421438,53294400.0,77195981.13768575,3013588.894286767,30384.338823529408,3971437.9858640918,0.0,3971437.9858640918 
 02/27  07:00:00,646125105.9880957,500784804.0613542,0.0,19298995.284421438,35529600.0,77195981.13768575,13285341.165810822,30384.33882352941,3971012.641181008,0.0,3971012.641181008 
 02/27  08:00:00,557764048.8119712,368896894.77792516,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,85713299.74553007,81739785.89123152,3973513.8542985536 
 02/27  09:00:00,661466405.8202717,221007798.16308455,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,68998169.00819633,61116458.23042825,7881710.777768077 
 02/27  10:00:00,589950961.0683445,179547210.55401436,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,48566625.02531554,40684235.758736748,7882389.266578786 
 02/27  11:00:00,547943010.7546957,144474996.5041018,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,23009565.495300984,11221183.268718893,11788382.226582092 
 02/27  12:00:00,528307175.40853086,117903424.8942008,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,11870799.39401558,3984858.829127445,7885940.564888135 
 02/27  13:00:00,533435124.2435597,124991028.35431023,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,16382902.236554167,675193.9102344725,15707708.326319693 
 02/27  14:00:00,510882514.1991378,94698983.46502762,0.0,173690957.55979295,0.0,229176847.66968299,13285341.165810822,30384.338823529408,11796846.696820246,0.0,11796846.696820246 
 02/27  15:00:00,506661781.1227129,103193766.87211916,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7881292.655103859,0.0,7881292.655103859 
 02/27  16:00:00,509252360.2608634,105784346.0102696,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7880920.749223535,0.0,7880920.749223535 
 02/27  17:00:00,525978854.99381217,112107236.34761393,0.0,173690957.55979295,0.0,226864935.58177094,13285341.165810822,30384.338823529408,15888569.664667458,8004216.302321682,7884353.362345776 
 02/27  18:00:00,531624508.251878,139385473.35306514,0.0,135092966.9909501,17764800.0,226061237.00064618,13289646.568392747,30384.338823529408,46369643.11364731,38491427.65000635,7878215.463640962 
 02/27  19:00:00,471564848.6386229,178794302.47788016,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,68683382.4204924,64709470.402194399,3973912.0182980017 
 02/27  20:00:00,474680754.8774633,191157857.068369,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,83038998.47213942,79066126.69310788,3972871.7790315609 
 02/27  21:00:00,459995412.1413127,234369500.18548269,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,100072324.49198596,92198097.64289442,7874226.8490915489 
 02/27  22:00:00,468515679.016049,247513591.23604317,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,98368179.58637975,98296179.58637975,72000.0 
 02/27  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970740.5501903698,0.0,3970740.5501903698 
 02/27  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/28  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970772.5222979655,0.0,3970772.5222979655 
 02/28  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/28  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970802.4085798116,0.0,3970802.4085798116 
 02/28  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 02/28  05:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970834.4987546119,0.0,3970834.4987546119 
 02/28  06:00:00,163964107.8753734,11884155.443727619,0.0,19298995.284421438,53294400.0,77195981.13768575,2260191.6707150756,30384.33882352941,378877.71380986089,306877.71380986089,72000.0 
 02/28  07:00:00,616078443.6392776,470738141.71253606,0.0,19298995.284421438,35529600.0,77195981.13768575,13285341.165810822,30384.33882352941,4174818.4314789588,203337.1316357982,3971481.2998431606 
 02/28  08:00:00,537779532.8582559,348912378.8242097,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,111367037.04257575,107393518.76827967,3973518.2742960986 
 02/28  09:00:00,643597886.3136342,203139278.65644688,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,96401127.98777133,88519195.77935182,7881932.208419518 
 02/28  10:00:00,561972065.7355795,151568315.22124935,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,85706508.63243844,73918344.56575923,11788164.0666792 
 02/28  11:00:00,518287585.6756721,114819571.42507835,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,64850766.72220047,56967474.0883981,7883292.633802374 
 02/28  12:00:00,488085710.094857,77681959.58052689,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,47968105.01129459,36175155.80138116,11792949.20991341 
 02/28  13:00:00,509889492.5618369,101445396.67258746,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,36969953.40706639,25170666.114272205,11799287.292794193 
 02/28  14:00:00,480862627.33414396,64679096.60003359,0.0,173690957.55979295,0.0,229176847.66968299,13285341.165810822,30384.338823529408,33199782.45563823,21400920.077232854,11798862.378405374 
 02/28  15:00:00,464760408.0746902,61292393.82409642,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,20671061.929396735,12789982.74743389,7881079.181962848 
 02/28  16:00:00,474382009.80943867,70913995.55884487,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,19375654.295785577,11494907.6457336,7880746.650051972 
 02/28  17:00:00,494704554.6074908,80832935.96129266,0.0,173690957.55979295,0.0,226864935.58177094,13285341.165810822,30384.338823529408,24296676.162732435,12504892.132432603,11791784.030299832 
 02/28  18:00:00,497561909.4862513,105083729.53673448,0.0,135092966.9909501,17764800.0,226061237.00064618,13528791.619096725,30384.338823529408,17927652.788580024,13952693.954966657,3974958.833613366 
 02/28  19:00:00,434447410.0197528,141676863.8590101,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,40522722.18431108,32646296.787984067,7876425.396327009 
 02/28  20:00:00,435157553.33453169,151634655.52543745,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,45286457.66587032,41313664.31683756,3972793.3490327608 
 02/28  21:00:00,413524891.4135984,187898979.4577684,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,56329762.65890697,52356667.3901875,3973095.2687194675 
 02/28  22:00:00,426068091.06681218,205066003.28680635,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,61503678.88973187,61431678.88973187,72000.0 
 02/28  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970967.4399902995,0.0,3970967.4399902995 
 02/28  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/01  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970643.694717399,0.0,3970643.694717399 
 03/01  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/01  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970688.0337104594,0.0,3970688.0337104594 
 03/01  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/01  05:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970729.2852766339,0.0,3970729.2852766339 
 03/01  06:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.338823529408,3971518.6043297408,0.0,3971518.6043297408 
 03/01  07:00:00,595366208.2104799,450025906.28373846,0.0,19298995.284421438,35529600.0,77195981.13768575,13285341.165810822,30384.33882352941,426743.17027807977,354743.17027807977,72000.0 
 03/01  08:00:00,519407408.6043073,330540254.57026126,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,167309594.44734744,163336083.9374061,3973510.509941335 
 03/01  09:00:00,627229296.257903,186770688.60071577,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,148551196.5643883,136766425.07404775,11784771.49034053 
 03/01  10:00:00,531613106.83947947,121209356.3251494,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,116531211.03139211,108648469.35412248,7882741.6772696119 
 03/01  11:00:00,483372804.41340389,79904790.16281004,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,90144205.23460585,82260789.00789503,7883416.226710833 
 03/01  12:00:00,485921998.5900556,75518248.0757255,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,79887925.9314494,68094443.94745967,11793481.983989718 
 03/01  13:00:00,494240074.58175107,85795978.69250168,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,74907547.20518011,63107743.86259278,11799803.342587334 
 03/01  14:00:00,473143815.64440199,56944722.8485854,0.0,173690957.55979295,0.0,229176847.66968299,13300903.227517128,30384.338823529408,69922598.44891927,58125685.815032977,11796912.633886293 
 03/01  15:00:00,456375018.89833876,52907004.647744949,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,69444474.34198985,61563314.93762181,7881159.404368037 
 03/01  16:00:00,469763034.7094178,66295020.45882408,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,79553177.20696746,71672652.69661884,7880524.510348605 
 03/01  17:00:00,501175417.5804639,87252369.0199041,0.0,173690957.55979295,0.0,226864935.58177094,13336771.080172377,30384.338823529408,92940694.14604518,81149364.26777144,11791329.878273739 
 03/01  18:00:00,506115576.916343,113476904.16170854,0.0,135092966.9909501,17764800.0,226061237.00064618,13689284.424214382,30384.338823529408,100179176.71849972,92301442.5941478,7877734.12435193 
 03/01  19:00:00,453506416.1354889,160735869.97474627,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,132561507.73476242,128587605.2899574,3973902.4448050095 
 03/01  20:00:00,462273862.49547526,178750964.68638087,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,156678644.390575,152705909.70648999,3972734.684085014 
 03/01  21:00:00,440378238.91051706,214752326.95468713,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,171526795.1765992,167553775.2644472,3973019.9121520004 
 03/01  22:00:00,456764172.5003211,235762084.72031529,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,175431290.2906253,171459761.74202738,3971528.548597939 
 03/01  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 03/01  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970675.405531754,0.0,3970675.405531754 
 03/02  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/02  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970719.0996284207,0.0,3970719.0996284207 
 03/02  03:00:00,166445778.7384218,22508529.501843305,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.1178584594,30384.33882352941,1753844.365427044,1681844.365427044,72000.0 
 03/02  04:00:00,164957812.89185263,21773960.878845857,0.0,9649497.642210719,53294400.0,77195981.13768575,3013588.894286767,30384.33882352941,5575095.7391576259,1604328.0483237347,3970767.690833891 
 03/02  05:00:00,177279117.42165549,33341868.185077028,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.1178584594,30384.33882352941,5675849.721550776,5603849.721550776,72000.0 
 03/02  06:00:00,181582522.59516863,28749172.93995113,0.0,19298995.284421438,53294400.0,77195981.13768575,3013588.894286767,30384.33882352941,9338569.350865983,5366874.483715633,3971694.86715035 
 03/02  07:00:00,657842250.0807115,521384348.1539699,0.0,19298995.284421438,26647200.0,77195981.13768575,13285341.165810822,30384.33882352941,1217497.6552201596,1145497.6552201596,72000.0 
 03/02  08:00:00,563373450.1988516,374506296.16480556,0.0,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.338823529408,241186199.0740648,233311550.29568676,7874648.778377981 
 03/02  09:00:00,652101672.7125223,211643065.055335,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,214718768.580037,206837130.61592827,7881637.964108732 
 03/02  10:00:00,553413801.7429235,143010051.22859345,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,193620259.51029084,185738011.23599503,7882248.2742958129 
 03/02  11:00:00,512481519.3975425,109013505.14694868,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,175020003.92268563,167137036.02580516,7882967.896880478 
 03/02  12:00:00,506508980.58719679,96105230.0728667,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,158106283.9578123,146313279.1514712,11793004.806341138 
 03/02  13:00:00,510097313.7132391,101653217.82398962,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,136079647.86153165,124281046.90324229,11798600.958289348 
 03/02  14:00:00,479519666.01215586,63335034.13844921,0.0,173690957.55979295,0.0,229176847.66968299,13286442.305407225,30384.338823529408,114082664.51412738,102284046.22599171,11798618.288135652 
 03/02  15:00:00,449565202.14662018,46097187.89602645,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,101858109.53997424,90072500.94142571,11785608.598548534 
 03/02  16:00:00,444280710.67534288,40812696.42474904,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,93791395.18045782,85911224.99893634,7880170.181521477 
 03/02  17:00:00,458020956.52175137,43997878.60099674,0.0,173690957.55979295,0.0,226864935.58177094,13436800.440367263,30384.338823529408,87426356.8148638,79541285.22050786,7885071.594355938 
 03/02  18:00:00,464207125.0662575,71439248.28696618,0.0,135092966.9909501,17764800.0,226061237.00064618,13818488.448871132,30384.338823529408,87875793.73657792,79997909.41426206,7877884.322315853 
 03/02  19:00:00,431397522.1589004,138626975.9981577,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,114753285.9633042,110779386.0950646,3973899.8682396116 
 03/02  20:00:00,444949847.9985865,161426950.1894922,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,130523338.67060013,126550681.6887355,3972656.9818646309 
 03/02  21:00:00,424861602.3325635,199235690.37673343,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,148297554.45219866,144324407.90808673,3973146.544111936 
 03/02  22:00:00,444080447.7139214,223078359.93391568,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,164413308.0244745,160441790.90579994,3971517.11867457 
 03/02  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 03/02  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970848.983339792,0.0,3970848.983339792 
 03/03  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 03/03  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970883.5586777736,0.0,3970883.5586777736 
 03/03  03:00:00,159071181.28145636,15887329.268449599,0.0,9649497.642210719,53294400.0,77195981.13768575,3013588.8942867678,30384.33882352941,1219761.4798661709,1147761.4798661709,72000.0 
 03/03  04:00:00,167508682.21133203,23571432.97475356,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.117858459,30384.33882352941,4559142.495822834,588220.9411241007,3970921.554698733 
