,timestamp,t_indoor_measured,t_indoor_predicted
2020-01-05 07:35:00,2020/01/05 07:35:00,15.039369111820292,14.876018779991796
2020-01-05 07:40:00,2020/01/05 07:40:00,15.06946397763977,14.878729343738712
2020-01-05 07:45:00,2020/01/05 07:45:00,19.725503276413008,14.888590080050847
2020-01-05 07:50:00,2020/01/05 07:50:00,22.802058097475822,19.275378646511683
2020-01-05 07:55:00,2020/01/05 07:55:00,23.362689120493826,21.689084128693423
2020-01-05 08:00:00,2020/01/05 08:00:00,21.109526171682205,21.23869468951102
2020-01-05 08:05:00,2020/01/05 08:05:00,19.20411628666176,20.801574737165367
2020-01-05 08:10:00,2020/01/05 08:10:00,20.8990684062029,20.44742010282539
2020-01-05 08:15:00,2020/01/05 08:15:00,22.097554977875518,20.944558841296157
2020-01-05 08:20:00,2020/01/05 08:20:00,21.7157890373565,21.11478708546889
2020-01-05 08:25:00,2020/01/05 08:25:00,21.11947271577293,20.98191243826676
2020-01-05 08:30:00,2020/01/05 08:30:00,20.712659655883556,20.871442551604275
2020-01-05 08:35:00,2020/01/05 08:35:00,20.20612328968457,20.801967673868944
2020-01-05 08:40:00,2020/01/05 08:40:00,20.61527988249196,20.69836848011164
2020-01-05 08:45:00,2020/01/05 08:45:00,20.728052406149914,20.82388876512141
2020-01-05 08:50:00,2020/01/05 08:50:00,20.657996057237142,20.821249119883248
2020-01-05 08:55:00,2020/01/05 08:55:00,20.468152710336994,20.805377807659283
2020-01-05 09:00:00,2020/01/05 09:00:00,20.515192770381134,20.7637056378461
2020-01-05 09:05:00,2020/01/05 09:05:00,20.510736208815956,20.785702810156238
2020-01-05 09:10:00,2020/01/05 09:10:00,20.682391590606414,20.779509893159798
2020-01-05 09:15:00,2020/01/05 09:15:00,20.785447627888857,20.823005342768454
2020-01-05 09:20:00,2020/01/05 09:20:00,20.87211271790187,20.837469044084855
2020-01-05 09:25:00,2020/01/05 09:25:00,20.903543617110415,20.854928516119458
2020-01-05 09:30:00,2020/01/05 09:30:00,20.95294808387041,20.858309698619735
2020-01-05 09:35:00,2020/01/05 09:35:00,20.9369157591276,20.869424669793716
2020-01-05 09:40:00,2020/01/05 09:40:00,20.988677258590997,20.862848735814907
2020-01-05 09:45:00,2020/01/05 09:45:00,20.953414690547618,20.876914467399615
